wavenumber,cross_sec
30108.50,9.39E-20
30108.60,6.56E-20
30108.70,8.70E-20
30108.80,7.75E-20
30108.90,4.54E-20
30109.00,3.18E-20
30109.10,2.93E-20
30109.20,2.93E-20
30109.30,2.51E-20
30109.40,2.80E-20
30109.50,3.82E-20
30109.60,3.45E-20
30109.70,2.36E-20
30109.80,2.63E-20
30109.90,4.43E-20
30110.00,6.09E-20
30110.10,4.49E-20
30110.20,2.55E-20
30110.30,2.65E-20
30110.40,2.97E-20
30110.50,2.75E-20
30110.60,2.73E-20
30110.70,2.90E-20
30110.80,3.08E-20
30110.90,3.45E-20
30111.00,3.32E-20
30111.10,3.18E-20
30111.20,3.35E-20
30111.30,3.77E-20
30111.40,4.41E-20
30111.50,4.99E-20
30111.60,5.20E-20
30111.70,5.30E-20
30111.80,5.67E-20
30111.90,6.87E-20
30112.00,9.39E-20
30112.10,1.13E-19
30112.20,1.20E-19
30112.30,1.24E-19
30112.40,1.23E-19
30112.50,1.19E-19
30112.60,1.14E-19
30112.70,1.08E-19
30112.80,9.81E-20
30112.90,8.04E-20
30113.00,6.83E-20
30113.10,5.65E-20
30113.20,4.18E-20
30113.30,3.47E-20
30113.40,3.35E-20
30113.50,3.70E-20
30113.60,4.19E-20
30113.70,4.37E-20
30113.80,3.99E-20
30113.90,3.38E-20
30114.00,3.12E-20
30114.10,2.78E-20
30114.20,2.33E-20
30114.30,2.16E-20
30114.40,2.42E-20
30114.50,2.36E-20
30114.60,2.13E-20
30114.70,2.15E-20
30114.80,2.37E-20
30114.90,2.70E-20
30115.00,2.71E-20
30115.10,2.53E-20
30115.20,2.60E-20
30115.30,2.65E-20
30115.40,2.59E-20
30115.50,2.60E-20
30115.60,2.58E-20
30115.70,2.36E-20
30115.80,2.40E-20
30115.90,2.36E-20
30116.00,2.16E-20
