wavenumber,cross_sec
30039.5,6.67E-20
30039.6,7.68E-20
30039.7,8.81E-20
30039.8,8.88E-20
30039.9,8.91E-20
30040,1.09E-19
30040.1,1.47E-19
30040.2,1.92E-19
30040.3,2.23E-19
30040.4,2.79E-19
30040.5,3.20E-19
30040.6,3.21E-19
30040.7,3.06E-19
30040.8,2.84E-19
30040.9,2.57E-19
30041,2.11E-19
30041.1,1.53E-19
30041.2,1.17E-19
30041.3,1.04E-19
30041.4,9.29E-20
30041.5,8.38E-20
30041.6,7.00E-20
30041.7,5.43E-20
30041.8,5.48E-20
30041.9,6.14E-20
30042,5.27E-20
30042.1,3.83E-20
30042.2,3.23E-20
30042.3,3.51E-20
30042.4,3.21E-20
30042.5,2.89E-20
30042.6,1.97E-20
30042.7,1.77E-20
30042.8,2.97E-20
30042.9,4.44E-20
30043,3.03E-20
30043.1,9.60E-21
30043.2,5.32E-21
30043.3,7.54E-21
30043.4,7.88E-21
30043.5,1.06E-20
30043.6,1.40E-20
30043.7,1.63E-20
30043.8,2.30E-20
30043.9,2.11E-20
30044,1.45E-20
30044.1,1.27E-20
30044.2,8.39E-21
30044.3,5.55E-21
30044.4,6.35E-21
30044.5,9.48E-21
30044.6,1.40E-20
30044.7,1.62E-20
30044.8,1.57E-20
30044.9,1.45E-20
30045,1.39E-20
30045.1,1.49E-20
30045.2,1.18E-20
30045.3,1.45E-20
30045.4,2.10E-20
30045.5,1.65E-20
30045.6,8.28E-21
30045.7,9.42E-21
30045.8,2.19E-20
30045.9,2.64E-20
30046,2.00E-20
30046.1,1.83E-20
30046.2,1.70E-20
30046.3,1.12E-20
30046.4,1.14E-20
30046.5,1.37E-20
30046.6,1.77E-20
30046.7,2.64E-20
30046.8,2.31E-20
30046.9,1.17E-20
30047,9.58E-21
30047.1,2.41E-20
30047.2,5.62E-20
30047.3,6.24E-20
30047.4,3.22E-20
30047.5,2.05E-20
30047.6,2.60E-20
30047.7,3.76E-20
30047.8,6.06E-20
30047.9,7.13E-20
30048,6.38E-20
30048.1,7.59E-20
30048.2,1.07E-19
30048.3,1.20E-19
30048.4,1.23E-19
30048.5,1.46E-19
30048.6,1.86E-19
30048.7,2.63E-19
30048.8,3.24E-19
30048.9,3.63E-19
30049,4.04E-19
30049.1,4.02E-19
30049.2,3.68E-19
30049.3,3.16E-19
30049.4,2.67E-19
30049.5,2.22E-19
30049.6,1.72E-19
30049.7,1.38E-19
30049.8,1.17E-19
30049.9,1.03E-19
30050,9.86E-20
30050.1,8.93E-20
30050.2,7.85E-20
30050.3,8.69E-20
30050.4,7.61E-20
30050.5,6.43E-20
30050.6,8.66E-20
30050.7,1.33E-19
30050.8,1.44E-19
30050.9,1.40E-19
30051,1.58E-19
30051.1,1.97E-19
30051.2,2.70E-19
30051.3,3.42E-19
30051.4,3.60E-19
30051.5,3.42E-19
30051.6,2.88E-19
30051.7,2.33E-19
30051.8,2.01E-19
30051.9,1.59E-19
30052,1.17E-19
30052.1,1.01E-19
30052.2,9.11E-20
30052.3,6.93E-20
30052.4,8.00E-20
30052.5,9.42E-20
30052.6,7.85E-20
30052.7,4.55E-20
30052.8,2.46E-20
30052.9,1.82E-20
30053,2.71E-20
30053.1,4.21E-20
30053.2,4.86E-20
30053.3,3.51E-20
30053.4,2.47E-20
30053.5,2.59E-20
30053.6,2.24E-20
30053.7,2.75E-20
30053.8,3.24E-20
30053.9,2.92E-20
30054,2.65E-20
30054.1,2.47E-20
30054.2,3.53E-20
30054.3,4.94E-20
30054.4,3.97E-20
30054.5,2.07E-20
30054.6,9.41E-21
30054.7,9.71E-21
30054.8,1.86E-20
30054.9,2.56E-20
30055,3.25E-20
30055.1,4.01E-20
30055.2,4.67E-20
30055.3,4.11E-20
30055.4,3.36E-20
30055.5,2.97E-20
30055.6,2.08E-20
30055.7,2.68E-20
30055.8,4.98E-20
30055.9,6.58E-20
30056,5.16E-20
30056.1,4.44E-20
30056.2,5.57E-20
30056.3,5.54E-20
30056.4,5.62E-20
30056.5,6.56E-20
30056.6,8.26E-20
30056.7,8.84E-20
30056.8,9.61E-20
30056.9,1.32E-19
30057,1.74E-19
30057.1,2.28E-19
30057.2,3.02E-19
