wavenumber,cross_sec
30098,4.86E-32
30098.1,6.19E-32
30098.2,3.80E-32
30098.3,3.68E-31
30098.4,2.44E-30
30098.5,4.67E-30
30098.6,2.60E-30
30098.7,4.37E-31
30098.8,1.79E-31
30098.9,2.65E-29
30099,3.07E-26
30099.1,9.38E-24
30099.2,7.59E-22
30099.3,1.67E-20
30099.4,1.02E-19
30099.5,1.81E-19
30099.6,9.28E-20
30099.7,1.37E-20
30099.8,5.62E-22
30099.9,6.26E-24
30100,3.28E-25
30100.1,1.86E-23
30100.2,3.04E-22
30100.3,1.40E-21
30100.4,1.87E-21
30100.5,7.25E-22
30100.6,3.56E-22
30100.7,6.16E-21
30100.8,3.83E-20
30100.9,6.84E-20
30101,3.55E-20
30101.1,5.30E-21
30101.2,2.20E-22
30101.3,2.48E-24
30101.4,7.40E-27
30101.5,5.74E-30
30101.6,1.15E-33
30101.7,8.46E-40
30101.8,2.50E-43
30101.9,4.92E-35
30102,2.76E-31
30102.1,4.00E-28
30102.2,1.51E-25
30102.3,1.50E-23
30102.4,4.05E-22
30102.5,3.03E-21
30102.6,6.51E-21
30102.7,4.06E-21
30102.8,7.29E-22
30102.9,3.67E-23
30103,5.03E-25
30103.1,1.83E-27
30103.2,5.40E-29
30103.3,2.74E-26
30103.4,3.77E-24
30103.5,1.39E-22
30103.6,1.42E-21
30103.7,4.14E-21
30103.8,3.49E-21
30103.9,8.52E-22
30104,5.87E-23
30104.1,1.11E-24
30104.2,5.59E-27
30104.3,7.36E-30
30104.4,2.51E-33
30104.5,5.82E-35
30104.6,2.07E-31
30104.7,1.90E-28
30104.8,4.56E-26
30104.9,2.90E-24
30105,5.04E-23
30105.1,2.47E-22
30105.2,3.48E-22
30105.3,1.42E-22
30105.4,1.67E-23
30105.5,1.99E-24
30105.6,1.04E-22
30105.7,2.29E-21
30105.8,1.55E-20
30105.9,3.22E-20
30106,2.05E-20
30106.1,9.64E-21
30106.2,3.94E-20
30106.3,7.51E-20
30106.4,4.18E-20
30106.5,7.24E-21
30106.6,2.92E-21
30106.7,3.47E-21
30106.8,1.33E-21
30106.9,1.48E-22
30107,6.40E-22
30107.1,5.47E-20
30107.2,1.28E-18
30107.3,8.33E-18
30107.4,1.56E-17
30107.5,8.50E-18
30107.6,1.33E-18
30107.7,5.81E-20
30107.8,6.88E-22
30107.9,2.16E-24
30108,1.76E-27
30108.1,5.39E-31
30108.2,2.69E-29
30108.3,2.65E-26
30108.4,7.27E-24
30108.5,5.28E-22
30108.6,1.04E-20
30108.7,5.79E-20
30108.8,9.25E-20
30108.9,4.29E-20
30109,5.71E-21
30109.1,2.11E-22
30109.2,2.11E-24
30109.3,5.60E-27
30109.4,7.34E-30
30109.5,3.37E-30
30109.6,2.74E-29
30109.7,8.29E-29
30109.8,1.08E-28
30109.9,6.45E-29
30110,2.03E-29
30110.1,3.46E-30
30110.2,2.29E-31
30110.3,5.21E-33
30110.4,1.00E-31
30110.5,3.83E-30
30110.6,4.05E-29
30110.7,1.21E-28
30110.8,1.06E-28
30110.9,2.67E-29
30111,1.90E-30
30111.1,3.71E-32
30111.2,1.93E-34
30111.3,2.64E-37
30111.4,9.29E-41
30111.5,0
30111.6,0
30111.7,1.12E-31
30111.8,3.41E-28
30111.9,2.70E-25
30112,5.57E-23
30112.1,3.07E-21
30112.2,4.62E-20
30112.3,1.97E-19
30112.4,2.42E-19
30112.5,8.63E-20
30112.6,8.78E-21
30112.7,2.47E-22
30112.8,1.87E-24
30112.9,4.38E-27
30113,3.08E-28
30113.1,1.08E-27
30113.2,1.50E-27
30113.3,6.05E-28
30113.4,7.00E-29
30113.5,2.25E-30
30113.6,1.94E-32
30113.7,5.45E-35
30113.8,4.33E-33
30113.9,4.77E-31
30114,1.42E-29
30114.1,1.18E-28
30114.2,3.06E-28
30114.3,3.81E-28
30114.4,3.74E-28
30114.5,1.74E-28
30114.6,2.52E-29
30114.7,1.03E-30
30114.8,1.16E-32
30114.9,2.51E-32
30115,7.18E-31
30115.1,2.61E-28
30115.2,1.94E-25
30115.3,3.85E-23
30115.4,2.03E-21
30115.5,2.94E-20
30115.6,1.20E-19
30115.7,1.42E-19
30115.8,4.88E-20
30115.9,4.77E-21
30116,1.29E-22
30116.1,9.31E-25
30116.2,1.81E-27
30116.3,3.46E-27
30116.4,1.33E-24
30116.5,1.36E-22
30116.6,3.77E-21
30116.7,2.90E-20
30116.8,6.40E-20
30116.9,4.10E-20
30117,7.57E-21
30117.1,3.92E-22
30117.2,5.53E-24
30117.3,2.07E-26
30117.4,2.53E-29
30117.5,7.41E-31
30117.6,3.11E-32
30117.7,3.71E-34
30117.8,2.22E-35
30117.9,2.51E-33
30118,8.07E-32
30118.1,7.21E-31
30118.2,1.84E-30
30118.3,1.36E-30
30118.4,2.90E-31
30118.5,1.74E-32
30118.6,2.87E-34
30118.7,1.25E-36
30118.8,1.43E-39
30118.9,4.21E-43
30119,3.38E-49
30119.1,2.95E-45
30119.2,6.53E-42
30119.3,3.75E-39
30119.4,5.65E-37
30119.5,2.28E-35
30119.6,2.54E-34
30119.7,1.33E-33
30119.8,2.86E-30
30119.9,3.97E-27
30120,1.43E-24
30120.1,1.37E-22
30120.2,3.52E-21
30120.3,2.53E-20
30120.4,5.21E-20
30120.5,3.12E-20
30120.6,5.38E-21
30120.7,2.59E-22
30120.8,3.40E-24
30120.9,1.18E-26
30121,2.59E-29
30121.1,1.85E-27
30121.2,4.78E-25
