r,1,2,3,4,5,6,7,8,9
1.66616667,-178.1740044,128.2403085,-145.2316684,-206.991848,-103.0394558,28.09017607,-222.3123503,103.0394637,36.53880313
1.67077778,-178.1682377,127.4419246,-144.7445015,-207.1167505,-103.1543288,28.56745644,-222.3932329,103.1543369,37.25565384
1.67538889,-178.1645106,126.6507629,-144.259259,-207.2334827,-103.2673991,29.04774855,-222.4619626,103.2674065,37.97643034
1.68,-178.1627234,125.8668024,-143.7759352,-207.3422203,-103.3787286,29.53105986,-222.5186887,103.3787346,38.7010526
1.68461111,-178.1627771,125.0900215,-143.294524,-207.4431281,-103.4883727,30.01738798,-222.5635425,103.4883765,39.42948138
1.68922222,-178.1645737,124.3203978,-142.8150197,-207.5363273,-103.5963607,30.5066912,-222.5965844,103.596362,40.16187253
1.69383333,-178.1680159,123.5579087,-142.3374161,-207.6219282,-103.7027153,30.99891794,-222.6178567,103.7027141,40.89837263
1.69844444,-178.1730072,122.8025306,-141.8617074,-207.7000411,-103.8074591,31.49401665,-222.6274018,103.807456,41.63874033
1.70305556,-178.1794522,122.0542396,-141.3878875,-207.7707783,-103.9106164,31.99193786,-222.6252669,103.9106122,42.38260239
1.70766667,-178.1872563,121.3130112,-140.9159503,-207.834277,-104.0122281,32.49265672,-222.6115535,104.0122238,43.12990729
1.71227778,-178.196326,120.5788203,-140.4458899,-207.8906909,-104.112346,32.99616446,-222.5863987,104.1123422,43.88080904
1.71688889,-178.2065683,119.8516412,-139.9777001,-207.9401735,-104.2110222,33.50245258,-222.5499402,104.2110194,44.63535667
1.7215,-178.2178916,119.1314478,-139.5113748,-207.9828785,-104.3083088,34.01151233,-222.5023157,104.308307,45.39348897
1.72611111,-178.230205,118.4182133,-139.046908,-208.018946,-104.40425,34.52332057,-222.443646,104.4042491,46.15513912
1.73072222,-178.2434186,117.7119105,-138.5842935,-208.0484949,-104.4988778,35.03783129,-222.3740264,104.4988778,46.92023927
1.73533333,-178.2574433,117.0125117,-138.1235252,-208.0716423,-104.5922233,35.55499645,-222.2935498,104.5922242,47.68872369
1.73994444,-178.2721915,116.3199887,-137.6645968,-208.0885052,-104.6843174,36.07476802,-222.2023089,104.6843194,48.46053218
1.74455556,-178.287576,115.6343127,-137.2075023,-208.0991996,-104.7751912,36.59709784,-222.1003983,104.7751942,49.2356037
1.74916667,-178.3035111,114.9554545,-136.7522353,-208.1038367,-104.8648755,37.12193716,-221.9879195,104.8648795,50.01387018
1.75377778,-178.3199117,114.2833843,-136.2987898,-208.1025268,-104.9534012,37.64923711,-221.864976,104.9534056,50.79526119
1.75838889,-178.3366937,113.6180721,-135.8471594,-208.09538,-105.0407991,38.17894881,-221.7316712,105.0408033,51.57970262
1.763,-178.3537741,112.9594871,-135.397338,-208.0825059,-105.1270998,38.71102282,-221.5881086,105.1271028,52.36711852
1.76761111,-178.3710709,112.3075984,-134.9493192,-208.0640104,-105.2123302,39.24540316,-221.4343948,105.2123312,53.15742933
1.77222222,-178.3885034,111.6623743,-134.503097,-208.0399961,-105.2965148,39.78202938,-221.2706384,105.2965139,53.95055299
1.77683333,-178.4059917,111.023783,-134.0586648,-208.0105659,-105.3796781,40.32084096,-221.0969479,105.3796758,54.74640446
1.78144444,-178.4234572,110.391792,-133.6160166,-207.9758226,-105.4618444,40.86177733,-220.9134318,105.461842,55.54489565
1.78605556,-178.4408223,109.7663685,-133.175146,-207.9358589,-105.5430382,41.40477449,-220.7201943,105.543037,56.34593622
1.79066667,-178.4580107,109.1474793,-132.7360467,-207.890752,-105.6232837,41.94976283,-220.5173325,105.6232847,57.14943236
1.79527778,-178.474947,108.5350909,-132.2987125,-207.8405775,-105.7026052,42.49667223,-220.3049427,105.7026084,57.95528864
1.79988889,-178.4915572,107.9291691,-131.8631369,-207.7854109,-105.781027,43.04543257,-220.0831215,105.7810319,58.76340612
1.8045,-178.5077682,107.3296797,-131.4293137,-207.7253368,-105.8585714,43.59597349,-219.8519763,105.858577,59.57368458
1.80911111,-178.5235076,106.7365877,-130.9972366,-207.6604783,-105.9352534,44.14822371,-219.611662,105.9352587,60.38602083
1.81372222,-178.5387045,106.1498582,-130.5668993,-207.5909691,-106.0110854,44.70211168,-219.3623465,106.0110898,61.20031006
1.81833333,-178.5532886,105.5694556,-130.1382954,-207.5169426,-106.0860802,45.25756587,-219.1041976,106.0860835,62.01644189
1.82294444,-178.5671914,104.9953441,-129.7114185,-207.4385247,-106.1602511,45.81451376,-218.8373761,106.1602533,62.83430399
1.82755556,-178.5803451,104.4274875,-129.2862625,-207.3557396,-106.2336202,46.37287018,-218.561955,106.2336214,63.65379088
1.83216667,-178.5926833,103.8658492,-128.8628208,-207.2685414,-106.3062155,46.9325412,-218.2779456,106.306216,64.47480076
1.83677778,-178.6041408,103.3103925,-128.4410872,-207.1768827,-106.3780652,47.49343271,-217.9853582,106.3780651,65.29720194
