r,1,2,3,4,5,6,7,8,9
1.84138889,-178.6146533,102.7610802,-128.0210553,-207.080716,-106.4491974,48.05545059,-217.6842031,106.4491971,66.12083132
1.846,-178.6241581,102.2178748,-127.6027188,-206.979994,-106.5196404,48.61850071,-217.3744906,106.5196401,66.9456018
1.85061111,-178.6325934,101.6807385,-127.1860714,-206.8746693,-106.5894223,49.18248899,-217.0562309,106.5894225,67.77155715
1.85522222,-178.6398987,101.1496333,-126.7711067,-206.7647868,-106.6585607,49.74732877,-216.7295293,106.6585617,68.59864338
1.85983333,-178.6460142,100.6245209,-126.3578183,-206.65064,-106.7270452,50.31295356,-216.3947468,106.7270471,69.42650802
1.86444444,-178.6508815,100.1053627,-125.9462,-206.5325642,-106.7948603,50.87930023,-216.0522872,106.7948629,70.25481494
1.86905556,-178.6544429,99.59211966,-125.5362454,-206.4108947,-106.8619907,51.44630567,-215.7025545,106.8619936,71.08352341
1.87366667,-178.6566421,99.08475278,-125.1279481,-206.2859322,-106.9284238,52.0139029,-215.3459199,106.9284264,71.91266149
1.87827778,-178.6574242,98.58322265,-124.7213018,-206.1577193,-106.9941673,52.58199611,-214.9825094,106.9941689,72.74215556
1.88288889,-178.6567352,98.08748961,-124.3163002,-206.0261812,-107.0592382,53.15047639,-214.6123381,107.0592384,73.57188157
1.8875,-178.6545223,97.59751382,-123.9129369,-205.8912424,-107.1236535,53.71923476,-214.2354201,107.1236521,74.40165821
1.89211111,-178.6507339,97.11325517,-123.5112057,-205.7528277,-107.1874302,54.28816221,-213.8517698,107.1874273,75.2312676
1.89672222,-178.6453197,96.63467335,-123.1111002,-205.6108615,-107.2505854,54.85714978,-213.4614015,107.2505811,76.06061506
1.90133333,-178.6382304,96.16172784,-122.7126141,-205.4652693,-107.3131361,55.42608869,-213.0643301,107.3131309,76.8897416
1.90594444,-178.6294179,95.69437793,-122.315741,-205.3160384,-107.3751055,55.99488773,-212.6606376,107.3750999,77.71845559
1.91055556,-178.6188352,95.23258268,-121.9204748,-205.1632642,-107.4365275,56.56348636,-212.2505226,107.4365219,78.54614725
1.91516667,-178.6064364,94.776301,-121.526809,-205.0070534,-107.4974371,57.13182712,-211.8341954,107.4974316,79.37273522
1.91977778,-178.5921766,94.32549159,-121.1347375,-204.8475121,-107.5578693,57.69985256,-211.4118663,107.5578639,80.19973525
1.92438889,-178.576012,93.88011301,-120.7442539,-204.6847356,-107.6178519,58.26749819,-210.9837357,107.6178465,81.02822905
1.929,-178.5579001,93.44012363,-120.3553519,-204.5187659,-107.677381,58.83466707,-210.5499593,107.6773753,81.85600963
1.93361111,-178.5377993,93.00548169,-119.9680252,-204.3496299,-107.7364429,59.40125288,-210.1106795,107.736437,82.68031713
1.93822222,-178.5156693,92.57614524,-119.5822677,-204.1773545,-107.7950244,59.96714928,-209.6660388,107.7950181,83.50148923
1.94283333,-178.4914708,92.15207224,-119.198073,-204.0019667,-107.8531119,60.53224994,-209.2161797,107.8531053,84.32122448
1.94744444,-178.4651657,91.73322048,-118.815435,-203.8234932,-107.9106921,61.09644855,-208.7612447,107.9106852,85.13989501
1.95205556,-178.4367169,91.31954764,-118.4343473,-203.6419611,-107.9677515,61.65963877,-208.3013763,107.9677445,85.9568937
1.95666667,-178.4060884,90.91101128,-118.0548037,-203.4573972,-108.0242767,62.22171428,-207.8367169,108.0242696,86.77188872
1.96127778,-178.3732453,90.50756884,-117.6767981,-203.2698284,-108.0802542,62.78256874,-207.3674092,108.0802474,87.58489159
1.96588889,-178.338154,90.10917767,-117.3003243,-203.0792815,-108.1356706,63.34209584,-206.8935955,108.1356643,88.39586803
1.9705,-178.3007821,89.71579501,-116.9253759,-202.8857836,-108.1905125,63.90018925,-206.4154183,108.190507,89.20466684
1.97511111,-178.2610982,89.32737801,-116.5519469,-202.6893645,-108.2447749,64.45675122,-205.9330257,108.2447705,90.01113513
1.97972222,-178.2190718,88.94388376,-116.1800311,-202.4900627,-108.2984774,65.01170886,-205.4465812,108.2984745,90.81515062
1.98433333,-178.1746737,88.56526926,-115.8096223,-202.2879183,-108.351644,65.56499373,-204.9562513,108.3516427,91.61660234
1.98894444,-178.1278755,88.19149143,-115.4407143,-202.0829713,-108.4042987,66.11653743,-204.4622025,108.4042991,92.41540698
1.99355556,-178.0786499,87.82250714,-115.073301,-201.875262,-108.4564655,66.66627151,-203.9646012,108.4564676,93.21148483
1.99816667,-178.0269704,87.45827321,-114.7073764,-201.6648303,-108.5081684,67.21412756,-203.463614,108.5081721,94.00471784
2.00277778,-177.9728118,87.09874641,-114.3429342,-201.4517157,-108.5594306,67.76003755,-202.9594064,108.5594358,94.79497132
2.00738889,-177.9161495,86.74388346,-113.9799683,-201.2359463,-108.6102636,68.3039393,-202.4521292,108.61027,95.58213984
2.012,-177.8569601,86.39364107,-113.6184728,-201.0175422,-108.6606699,68.84577513,-201.9419223,108.6606774,96.36614021
2.01661111,-177.7952215,86.04797589,-113.2584414,-200.7965229,-108.710652,69.38548744,-201.4289251,108.7106603,97.14688244
2.02122222,-177.7309132,85.70684457,-112.8998682,-200.5729082,-108.760212,69.92301867,-200.9132772,108.760221,97.92426782
2.02583333,-177.664016,85.37020374,-112.542747,-200.3467177,-108.8093524,70.45831122,-200.3951182,108.8093619,98.69820035
2.03044444,-177.5945112,85.03801003,-112.1870719,-200.117971,-108.8580754,70.99130752,-199.8745874,108.8580853,99.46859008
2.03505556,-177.5223814,84.71022006,-111.8328368,-199.8866879,-108.9063834,71.52194999,-199.3518244,108.9063936,100.2353495
2.03966667,-177.4476098,84.38679046,-111.4800358,-199.652888,-108.9542787,72.05018104,-198.8269688,108.954289,100.9983965
2.04427778,-177.3701805,84.06767786,-111.1286627,-199.4165909,-109.0017636,72.5759431,-198.3001599,109.0017739,101.7576495
2.04888889,-177.2900785,83.75283893,-110.7787117,-199.1778164,-109.0488405,73.09917858,-197.7715375,109.0488507,102.5130237
2.0535,-177.2072894,83.44223034,-110.4301767,-198.936584,-109.0955116,73.61982991,-197.2412408,109.0955216,103.2644351
2.05811111,-177.1217999,83.1358088,-110.0830518,-198.6929135,-109.1417794,74.1378395,-196.7094096,109.141789,104.0118087
2.06272222,-177.0335974,82.83353107,-109.7373311,-198.4468245,-109.187646,74.65314978,-196.1761831,109.1876553,104.7550742
2.06733333,-176.9426701,82.53535392,-109.3930087,-198.1983367,-109.2331139,75.16570316,-195.6417011,109.2331228,105.494162
2.07194444,-176.8490088,82.2412342,-109.0500786,-197.9474698,-109.2781854,75.67544205,-195.106103,109.2781938,106.2290027
2.07655556,-176.752606,81.95112879,-108.708535,-197.6942433,-109.3228628,76.18230889,-194.5695282,109.3228706,106.959529
2.08116667,-176.6534547,81.66499464,-108.368372,-197.438677,-109.3671484,76.68624609,-194.0321164,109.3671556,107.6856761
2.08577778,-176.5515487,81.38278876,-108.0295837,-197.1807906,-109.4110445,77.18719607,-193.494007,109.4110511,108.4073836
2.09038889,-176.4468824,81.10446825,-107.6921642,-196.9206037,-109.4545535,77.68510124,-192.9553394,109.4545595,109.1245993
2.095,-176.3394512,80.82999025,-107.3561079,-196.658136,-109.4976777,78.17990404,-192.4162534,109.4976831,109.8372683
2.09961111,-176.2292508,80.55931202,-107.0214087,-196.3934071,-109.5404194,78.67154687,-191.8768882,109.5404242,110.545325
2.10422222,-176.1162777,80.29239088,-106.6880611,-196.1264362,-109.582781,79.15997706,-191.3373781,109.5827852,111.2487087
2.10883333,-176.000529,80.02918424,-106.3560591,-195.8572398,-109.6247649,79.6451673,-190.7978285,109.6247685,111.9473939
2.11344444,-175.8820024,79.76964964,-106.025397,-195.5858339,-109.6663737,80.12709837,-190.258336,109.6663767,112.6413569
2.11805556,-175.7606961,79.51374469,-105.6960691,-195.312234,-109.7076098,80.60575109,-189.7189971,109.7076124,113.330491
2.12266667,-175.6366108,79.26142712,-105.3680696,-195.0364559,-109.7484759,81.08110627,-189.1799084,109.7484779,114.0146628
2.12727778,-175.5097498,79.01265476,-105.0413929,-194.7585155,-109.7889743,81.55314473,-188.6411663,109.7889758,114.6940083
2.13188889,-175.3801177,78.76738559,-104.7160332,-194.4784283,-109.8291077,82.02184727,-188.1028674,109.8291088,115.3688711
2.1365,-175.2477195,78.52557768,-104.3919848,-194.1962103,-109.8688785,82.4871947,-187.5651082,109.8688791,116.0391698
2.14111111,-175.1125605,78.28718925,-104.0692422,-193.9118772,-109.9082893,82.94916784,-187.0279852,109.9082895,116.7042786
2.14572222,-174.9746466,78.05217863,-103.7477997,-193.6254446,-109.9473425,83.40774749,-186.491595,109.9473424,117.3638569
2.15033333,-174.8339843,77.8205043,-103.4276516,-193.3369285,-109.9860408,83.86291447,-185.9560339,109.9860402,118.0182027
2.15494444,-174.6905805,77.59212489,-103.1087924,-193.0463444,-110.0243865,84.31464958,-185.4213986,110.0243857,118.6675859
2.15955556,-174.5444424,77.36699915,-102.7912164,-192.7537082,-110.0623823,84.76293365,-184.8877856,110.0623812,119.3119431
2.16416667,-174.3955777,77.14508602,-102.4749181,-192.4590356,-110.1000307,85.20774747,-184.3552913,110.1000292,119.9511609
2.16877778,-174.2439946,76.92634456,-102.159892,-192.1623424,-110.1373341,85.64907186,-183.8240123,110.1373324,120.5852189
2.17338889,-174.089702,76.710734,-101.8461325,-191.8636443,-110.1742951,86.08688763,-183.2940452,110.1742931,121.2141251
2.178,-173.9327134,76.49821373,-101.5336341,-191.5629571,-110.2109162,86.5211756,-182.7654863,110.210914,121.837868
2.18261111,-173.7730443,76.28874332,-101.2223912,-191.2602965,-110.2471999,86.95191656,-182.2384324,110.2471976,122.456426
2.18722222,-173.6107103,76.08228251,-100.9123985,-190.9556783,-110.2831488,87.37909134,-181.7129797,110.2831463,123.0697845
2.19183333,-173.4457275,75.87879119,-100.6036505,-190.6491182,-110.3187653,87.80268074,-181.189225,110.3187627,123.6779352
2.19644444,-173.2781123,75.67822947,-100.2961417,-190.340632,-110.3540519,88.22266557,-180.6672646,110.3540492,124.2808706
2.20105556,-173.1078814,75.4805576,-99.98986675,-190.0302355,-110.3890113,88.6390267,-180.147195,110.3890086,124.8785836
2.20566667,-172.9350517,75.28573606,-99.68482017,-189.7179456,-110.4236458,89.05175294,-179.6290986,110.4236431,125.4710685
2.21027778,-172.7596403,75.09372549,-99.38099662,-189.4037817,-110.4579579,89.46084943,-179.1130286,110.4579551,126.0583212
2.21488889,-172.5816646,74.90448674,-99.07839073,-189.0877636,-110.4919498,89.86632333,-178.5990347,110.4919471,126.6403398
2.2195,-172.4011421,74.71798084,-98.77699715,-188.7699109,-110.525624,90.26818182,-178.0871666,110.5256213,127.217128
2.22411111,-172.2180908,74.53416906,-98.47681055,-188.4502434,-110.5589827,90.66643206,-177.577474,110.5589801,127.7886887
2.22872222,-172.0325314,74.35301282,-98.17782563,-188.1287809,-110.5920284,91.06108122,-177.0700067,110.5920259,128.3550132
2.23333333,-171.8444896,74.1744738,-97.8800371,-187.805543,-110.6247634,91.45213645,-176.5648143,110.624761,128.9160939
2.23794444,-171.6539914,73.99851386,-97.58343969,-187.4805495,-110.6571901,91.83960493,-176.0619465,110.6571879,129.4719722
2.24255556,-171.4610628,73.82509509,-97.28802815,-187.1538202,-110.6893108,92.22349381,-175.5614531,110.6893087,130.0227121
2.24716667,-171.2657303,73.65417978,-96.99379724,-186.8253746,-110.7211279,92.60381027,-175.0633837,110.7211259,130.5682974
2.25177778,-171.0680201,73.48573046,-96.70074175,-186.4952326,-110.7526437,92.98056147,-174.567788,110.7526419,131.108644
2.25638889,-170.8679586,73.31970989,-96.4088565,-186.1634139,-110.7838605,93.35375458,-174.0747159,110.783859,131.6437314
2.261,-170.6655724,73.15608102,-96.1181363,-185.8299382,-110.8147809,93.72339675,-173.5842168,110.8147795,132.1736287
2.26561111,-170.4608879,72.99480707,-95.828576,-185.4948252,-110.845407,94.08949516,-173.0963407,110.8454058,132.6983877
2.27022222,-170.2539318,72.83585147,-95.54017046,-185.1580947,-110.8757413,94.45205697,-172.6111371,110.8757403,133.2180108
2.27483333,-170.0447305,72.67917789,-95.25291457,-184.8197663,-110.9057861,94.81108934,-172.1286557,110.9057853,133.7325008
2.27944444,-169.8333117,72.52475024,-94.96680324,-184.4798599,-110.9355438,95.16659944,-171.6489464,110.9355432,134.2418854
2.28405556,-169.6197084,72.37253266,-94.68183137,-184.1383951,-110.9650166,95.51859444,-171.1720587,110.9650163,134.7461939
2.28866667,-169.4039559,72.22248956,-94.39799393,-183.7953916,-110.9942071,95.86708149,-170.6980425,110.9942069,135.2454338
2.29327778,-169.1860894,72.07458556,-94.11528586,-183.4508693,-111.0231175,96.21206778,-170.2269473,111.0231175,135.7396073
2.29788889,-168.9661441,71.92878555,-93.83370214,-183.1048477,-111.0517502,96.55356045,-169.7588229,111.0517504,136.2287359
2.3025,-168.7441549,71.78505466,-93.55323778,-182.7573469,-111.0801076,96.89156702,-169.293718,111.0801079,136.7128525
2.30711111,-168.520157,71.64335828,-93.2738878,-182.4083912,-111.1081918,97.22610163,-168.8316636,111.1081923,137.1919838
2.31172222,-168.294185,71.50366205,-92.99564723,-182.0580089,-111.136005,97.55718434,-168.3726743,111.1360057,137.6661511
2.31633333,-168.0662739,71.36593185,-92.71851114,-181.7062285,-111.1635493,97.88483543,-167.9167643,111.1635501,138.1353771
2.32094444,-167.8364582,71.23013384,-92.4424746,-181.3530783,-111.1908269,98.20907515,-167.4639478,111.1908278,138.5996867
2.32555556,-167.6047723,71.09623444,-92.1675327,-180.9985869,-111.2178398,98.52992379,-167.014239,111.2178408,139.0591053
2.33016667,-167.3712507,70.96420032,-91.89368057,-180.6427825,-111.2445901,98.84740162,-166.5676522,111.2445913,139.5136591
2.33477778,-167.1359312,70.83399841,-91.62091334,-180.2856937,-111.2710801,99.16152891,-166.1242014,111.2710813,139.9633751
2.33938889,-166.8988561,70.70559592,-91.34922616,-179.9273489,-111.2973117,99.47232593,-165.6839009,111.297313,140.4082811
2.344,-166.660068,70.57896032,-91.07861421,-179.5677765,-111.3232872,99.77981296,-165.2467649,111.3232885,140.8484055
2.34861111,-166.4196091,70.45405934,-90.80907269,-179.2070049,-111.3490085,100.0840103,-164.8128075,111.34901,141.2837765
2.35322222,-166.1775215,70.330861,-90.54059681,-178.8450626,-111.374478,100.3849381,-164.382043,111.3744794,141.7144227
2.35783333,-165.9338472,70.20933356,-90.27318179,-178.481978,-111.3996976,100.6826168,-163.9544855,111.3996991,142.1403746
2.36244444,-165.6886277,70.08944558,-90.0068229,-178.1177795,-111.4246694,100.9770666,-163.5301492,111.4246709,142.5616636
2.36705556,-165.4419043,69.97116589,-89.74151541,-177.7524956,-111.4493957,101.2683077,-163.1090484,111.4493972,142.9783204
2.37166667,-165.1937183,69.85446358,-89.4772546,-177.3861547,-111.4738785,101.5563605,-162.6911972,111.47388,143.3903748
2.37627778,-164.9441105,69.73930804,-89.21403579,-177.0187852,-111.4981199,101.8412452,-162.2766097,111.4981214,143.7978577
2.38088889,-164.6931214,69.62566891,-88.95185431,-176.6504155,-111.522122,102.122982,-161.8653003,111.5221235,144.2008019
2.3855,-164.4407924,69.51351612,-88.6907055,-176.2810742,-111.5458871,102.4015914,-161.457283,111.5458885,144.59924
2.39011111,-164.1871694,69.40281989,-88.43058474,-175.9107895,-111.5694171,102.6770934,-161.0525721,111.5694185,144.9932052
2.39472222,-163.9322997,69.29355072,-88.17148741,-175.5395899,-111.5927142,102.9495085,-160.6511817,111.5927155,145.3827302
2.39933333,-163.6762304,69.18567936,-87.91340892,-175.1675039,-111.6157805,103.2188568,-160.2531261,111.6157818,145.7678474
2.40394444,-163.4190082,69.07917688,-87.65634469,-174.7945609,-111.6386182,103.4851591,-159.8584172,111.6386194,146.1485892
2.40855556,-163.1606795,68.97401462,-87.40029018,-174.4207962,-111.661229,103.748439,-159.4670528,111.6612301,146.5249901
2.41316667,-162.9012902,68.87016419,-87.14524085,-174.0462474,-111.6836149,104.0087208,-159.0790254,111.6836159,146.8970854
2.41777778,-162.6408861,68.7675975,-86.89119218,-173.6709521,-111.7057777,104.2660294,-158.6943275,111.7057786,147.2649101
2.42238889,-162.3795126,68.66628674,-86.63813967,-173.2949479,-111.7277192,104.5203891,-158.3129515,111.72772,147.6284996
2.427,-162.1172147,68.56620438,-86.38607884,-172.9182726,-111.7494413,104.7718245,-157.9348899,111.7494419,147.9878887
2.43161111,-161.854037,68.46732319,-86.13500525,-172.5409637,-111.7709457,105.0203604,-157.5601352,111.7709463,148.3431119
2.43622222,-161.5900241,68.36961621,-85.88491444,-172.1630588,-111.7922344,105.2660211,-157.1886798,111.7922349,148.6942037
2.44083333,-161.3252222,68.27305677,-85.635802,-171.7845957,-111.8133092,105.5088313,-156.8205162,111.8133095,149.0411986
2.44544444,-161.0596803,68.1776185,-85.38766352,-171.4056118,-111.8341719,105.7488155,-156.4556369,111.8341721,149.3841315
2.45005556,-160.7934471,68.08327529,-85.14049463,-171.0261448,-111.8548243,105.9859983,-156.0940343,111.8548245,149.723038
2.45466667,-160.5265708,67.99000134,-84.89429096,-170.6462323,-111.8752684,106.2204043,-155.7357008,111.8752684,150.057954
2.45927778,-160.2590995,67.89777113,-84.64904816,-170.2659121,-111.8955058,106.4520581,-155.3806291,111.8955058,150.3889152
2.46388889,-159.9910806,67.80655943,-84.40476191,-169.8852216,-111.9155385,106.6809842,-155.0288114,111.9155384,150.7159574
2.4685,-159.7225613,67.71634129,-84.1614279,-169.5041986,-111.9353684,106.9072071,-154.6802404,111.9353681,151.0391162
2.47311111,-159.4535885,67.62709205,-83.91904184,-169.1228806,-111.9549971,107.1307515,-154.3349084,111.9549968,151.3584272
2.47772222,-159.1842085,67.53878733,-83.67759947,-168.7413053,-111.9744266,107.351642,-153.9928079,111.9744263,151.6739259
2.48233333,-158.9144673,67.45140306,-83.43709652,-168.3595103,-111.9936588,107.569903,-153.6539314,111.9936585,151.9856478
2.48694444,-158.6444106,67.36491543,-83.19752878,-167.9775332,-112.0126953,107.7855592,-153.3182714,112.0126951,152.2936286
2.49155556,-158.374084,67.27930093,-82.95889202,-167.5954117,-112.0315382,107.9986351,-152.9858202,112.031538,152.5979039
2.49616667,-158.1035345,67.19453634,-82.72118206,-167.2131834,-112.0501892,108.2091553,-152.6565705,112.050189,152.8985094
2.50077778,-157.8328091,67.11059871,-82.4843947,-166.8308858,-112.0686502,108.4171443,-152.3305145,112.06865,153.1954806
2.50538889,-157.5619547,67.02746539,-82.24852581,-166.4485574,-112.0869229,108.6226266,-152.0076421,112.0869228,153.4888531
2.51,-157.2910175,66.94511401,-82.01357123,-166.066238,-112.1050088,108.825626,-151.6879361,112.105009,153.7786625
2.51461111,-157.0200434,66.86352248,-81.77952684,-165.6839677,-112.1229097,109.0261664,-151.3713784,112.12291,154.0649444
2.51922222,-156.7490781,66.782669,-81.54638855,-165.3017868,-112.140627,109.2242715,-151.0579508,112.1406274,154.3477343
2.52383333,-156.4781666,66.70253205,-81.31415226,-164.9197354,-112.1581622,109.4199652,-150.7476353,112.1581628,154.6270676
2.52844444,-156.2073537,66.62309039,-81.08281391,-164.5378535,-112.175517,109.6132713,-150.4404136,112.1755178,154.9029793
2.53305556,-155.9366839,66.54432307,-80.85236946,-164.1561815,-112.1926929,109.8042136,-150.1362678,112.1926938,155.1755042
2.53766667,-155.6662011,66.46620942,-80.62281486,-163.7747594,-112.2096914,109.9928159,-149.8351797,112.2096926,155.4446771
2.54227778,-155.395949,66.38872904,-80.39414612,-163.3936274,-112.2265141,110.1791021,-149.5371312,112.2265155,155.7105328
2.54688889,-155.1259706,66.31186183,-80.16635923,-163.0128256,-112.2431626,110.3630959,-149.242104,112.2431641,155.9731057
2.5515,-154.8563084,66.23558794,-79.93945023,-162.6323942,-112.2596383,110.5448212,-148.9500802,112.2596401,156.2324303
2.55611111,-154.5870046,66.15988783,-79.71341514,-162.2523734,-112.275943,110.7243018,-148.6610417,112.2759449,156.488541
2.56072222,-154.3181011,66.0847422,-79.48825004,-161.8728033,-112.2920781,110.9015615,-148.3749702,112.2920802,156.7414721
2.56533333,-154.0496391,66.01013207,-79.263951,-161.493724,-112.3080451,111.0766242,-148.0918476,112.3080474,156.9912578
2.56994444,-153.7816598,65.93603871,-79.04051411,-161.1151758,-112.3238457,111.2495136,-147.811656,112.3238481,157.2379318
2.57455556,-153.5142039,65.86244365,-78.81793549,-160.7371987,-112.3394814,111.4202536,-147.534377,112.3394839,157.4815275
2.57916667,-153.2473117,65.78932873,-78.59621128,-160.359833,-112.3549537,111.588868,-147.2599926,112.3549563,157.7220787
2.58377778,-152.9810231,65.71667603,-78.37533761,-159.9831187,-112.3702643,111.7553806,-146.9884848,112.3702669,157.9596188
2.58838889,-152.7153779,65.64446792,-78.15531065,-159.6070961,-112.3854146,111.9198152,-146.7198353,112.3854172,158.1941808
2.593,-152.4504154,65.57268703,-77.9361266,-159.2318052,-112.4004062,112.0821957,-146.454026,112.4004088,158.4257975
2.59761111,-152.186174,65.50131626,-77.71778164,-158.8572863,-112.4152407,112.2425458,-146.1910389,112.4152432,158.6545016
2.60222222,-151.9226898,65.43033878,-77.500272,-158.4835794,-112.4299196,112.4008893,-145.9308557,112.429922,158.8803258
2.60683333,-151.6599981,65.35973803,-77.28359392,-158.1107214,-112.4444443,112.5572486,-145.6734567,112.4444467,159.1033026
2.61144444,-151.3981338,65.2894977,-77.06774365,-157.7387461,-112.4588163,112.7116444,-145.4188201,112.4588184,159.3234635
2.61605556,-151.1371317,65.21960176,-76.85271745,-157.3676872,-112.4730367,112.8640974,-145.1669242,112.4730386,159.5408402
2.62066667,-150.877026,65.15003443,-76.63851162,-156.9975783,-112.4871069,113.0146283,-144.9177475,112.4871086,159.7554647
2.62527778,-150.6178508,65.08078021,-76.42512246,-156.6284529,-112.5010282,113.163258,-144.6712683,112.5010296,159.9673682
2.62988889,-150.3596397,65.01182383,-76.2125463,-156.2603448,-112.5148019,113.310007,-144.4274647,112.5148029,160.1765819
2.6345,-150.1024263,64.9431503,-76.00077947,-155.8932875,-112.5284292,113.4548961,-144.1863152,112.52843,160.3831368
2.63911111,-149.8462437,64.87474488,-75.78981832,-155.5273146,-112.5419116,113.597946,-143.9477981,112.541912,160.5870639
2.64372222,-149.5911248,64.80659307,-75.57965924,-155.1624599,-112.5552503,113.7391774,-143.7118916,112.5552504,160.7883939
2.64833333,-149.3371019,64.73868066,-75.37029861,-154.7987568,-112.5684466,113.8786111,-143.4785741,112.5684463,160.987157
2.65294444,-149.0842049,64.67099366,-75.16173284,-154.4362391,-112.5815019,114.0162678,-143.2478239,112.5815012,161.1833829
2.65755556,-148.8324608,64.60351833,-74.95395835,-154.0749404,-112.5944173,114.1521681,-143.0196193,112.5944162,161.3771012
2.66216667,-148.5818964,64.5362412,-74.74697158,-153.7148942,-112.6071943,114.2863328,-142.7939386,112.6071928,161.5683418
2.66677778,-148.3325382,64.46914904,-74.54076899,-153.3561342,-112.6198341,114.4187826,-142.5707602,112.6198323,161.7571339
2.67138889,-148.0844126,64.40222884,-74.33534704,-152.998694,-112.6323381,114.5495383,-142.3500623,112.6323359,161.9435062
2.676,-147.8375456,64.33546788,-74.13070224,-152.6426073,-112.6447075,114.6786204,-142.1318232,112.6447049,162.1274875
2.68061111,-147.5919631,64.26885363,-73.92683109,-152.2879077,-112.6569437,114.8060499,-141.9160213,112.6569408,162.3091067
2.68522222,-147.3476904,64.20237384,-73.72373011,-151.9346287,-112.6690479,114.9318473,-141.7026349,112.6690447,162.4883921
2.68983333,-147.1047532,64.13601649,-73.52139583,-151.5828041,-112.6810215,115.0560334,-141.4916423,112.681018,162.6653714
2.69444444,-146.8631764,64.06976978,-73.31982482,-151.2324674,-112.6928658,115.1786289,-141.2830218,112.692862,162.8400721
2.69905556,-146.622985,64.00362217,-73.11901364,-150.8836523,-112.704582,115.2996545,-141.0767517,112.704578,163.0125217
2.70366667,-146.3842026,63.93756232,-72.91895888,-150.5363912,-112.7161716,115.4191307,-140.8728104,112.7161673,163.1827477
2.70827778,-146.1468484,63.87157916,-72.71965715,-150.1907088,-112.7276355,115.5370753,-140.6711768,112.727631,163.3507769
2.71288889,-145.9109405,63.80566182,-72.52110507,-149.8466257,-112.738975,115.6535055,-140.47183,112.7389704,163.5166358
2.7175,-145.6764972,63.73979967,-72.32329926,-149.5041629,-112.7501912,115.7684379,-140.274749,112.7501865,163.680351
2.72211111,-145.443536,63.67398231,-72.12623639,-149.163341,-112.7612852,115.8818897,-140.079913,112.7612803,163.8419491
2.72672222,-145.2120748,63.60819956,-71.92991312,-148.8241808,-112.772258,115.9938777,-139.887301,112.7722531,164.001456
2.73133333,-144.982131,63.54244145,-71.73432612,-148.4867032,-112.7831109,116.1044188,-139.6968923,112.783106,164.1588971
2.73594444,-144.753722,63.47669824,-71.53947211,-148.150929,-112.793845,116.2135299,-139.5086658,112.79384,164.3142977
2.74055556,-144.5268649,63.41096042,-71.3453478,-147.8168789,-112.8044612,116.3212279,-139.3226006,112.8044562,164.4676832
2.74516667,-144.3015768,63.34521868,-71.1519499,-147.4845736,-112.8149609,116.4275299,-139.1386759,112.8149559,164.6190786
2.74977778,-144.0778745,63.27946392,-70.95927518,-147.1540341,-112.825345,116.5324526,-138.9568708,112.8253401,164.7685082
2.75438889,-143.8557746,63.21368728,-70.76732039,-146.8252811,-112.8356148,116.636013,-138.7771644,112.8356099,164.9159964
2.759,-143.6352901,63.14788008,-70.57608231,-146.4983354,-112.8457712,116.7382281,-138.5995357,112.8457664,165.0615673
2.76361111,-143.4164311,63.08203387,-70.38555772,-146.1732177,-112.8558155,116.8391146,-138.4239639,112.8558107,165.2052451
2.76822222,-143.1992074,63.01614038,-70.19574344,-145.8499489,-112.8657487,116.9386897,-138.2504281,112.865744,165.3470533
2.77283333,-142.9836289,62.95019158,-70.00663629,-145.5285497,-112.875572,117.0369701,-138.0789073,112.8755674,165.487015
2.77744444,-142.7697052,62.88417962,-69.81823311,-145.209041,-112.8852865,117.1339728,-137.9093807,112.885282,165.6251536
2.78205556,-142.557446,62.81809685,-69.63053074,-144.8914434,-112.8948933,117.2297147,-137.7418274,112.8948889,165.7614922
2.78666667,-142.3468606,62.75193582,-69.44352606,-144.5757779,-112.9043935,117.3242127,-137.5762264,112.9043892,165.8960534
2.79127778,-142.1379584,62.6856893,-69.25721594,-144.2620653,-112.9137882,117.4174837,-137.4125569,112.9137841,166.0288592
2.79588889,-141.9307488,62.61935021,-69.07159729,-143.9503262,-112.9230786,117.5095448,-137.2507979,112.9230746,166.1599316
2.8005,-141.7252409,62.5529117,-68.88666702,-143.6405814,-112.9322657,117.6004127,-137.0909287,112.9322618,166.2892924
2.80511111,-141.5214438,62.48636709,-68.70242204,-143.3328487,-112.9413507,117.6901035,-136.9329288,112.9413469,166.4169635
2.80972222,-141.3193652,62.4197099,-68.51885932,-143.0271362,-112.9503345,117.7786308,-136.7767801,112.9503308,166.5429662
2.81433333,-141.1190087,62.35293383,-68.33597579,-142.7234506,-112.959218,117.8660077,-136.6224647,112.9592144,166.6673215
2.81894444,-140.9203771,62.28603277,-68.15376844,-142.4217986,-112.9680022,117.9522473,-136.4699646,112.9679987,166.7900508
2.82355556,-140.7234731,62.21900078,-67.97223424,-142.1221869,-112.9766879,118.0373627,-136.3192618,112.9766846,166.911175
2.82816667,-140.5282993,62.15183211,-67.79137021,-141.824622,-112.9852762,118.121367,-136.1703385,112.985273,167.0307145
2.83277778,-140.3348585,62.08452118,-67.61117334,-141.5291106,-112.993768,118.2042734,-136.0231767,112.9937648,167.1486891
2.83738889,-140.143153,62.01706261,-67.43164067,-141.2356593,-113.0021642,118.2860948,-135.8777585,113.0021611,167.2651185
2.842,-139.9531856,61.94945115,-67.25276925,-140.9442749,-113.0104657,118.3668445,-135.7340659,113.0104627,167.3800226
