3.88 39420.113545
3.9 39249.292599
3.92 39177.368391
3.94 39031.080009
3.96 38881.762944
3.98 38876.762779
4 38775.396229
4.02 38611.733492
4.04 38446.185476
4.06 38290.980914
4.08 38132.580387
4.1 37975.271785
4.12 37820.902889
4.14 37704.062939
4.16 37703.056311
4.18 37702.918188
4.2 37626.614388
4.22 37485.323096
4.24 37346.561254
4.26 37210.279147
4.28 37076.383038
4.3 36944.909517
4.32 36815.789996
4.34 36726.597832
4.36 36601.344944
4.38 36478.14277
4.4 36357.07037
4.42 36238.066021
4.44 36121.110037
4.46 36006.170008
4.48 35893.227014
4.5 35782.317234
4.52 35674.153658
4.54 35625.505702
4.56 35622.139062
4.58 35616.600632
4.6 35538.202873
4.62 35449.998142
4.64 35363.284963
4.66 35278.395092
4.68 35195.09934
4.7 35113.359628
4.72 35026.002023
4.74 34932.650579
4.76 34840.947685
4.78 34750.82933
4.8 34662.276898
4.82 34575.257102
4.84 34489.737441
4.86 34405.68647
4.88 34323.0894
4.9 34246.035449
4.92 34168.756846
4.94 34090.310913
4.96 34013.146176
4.98 33937.26229
5 33862.651408
5.02 33789.262089
5.04 33717.083861
5.06 33646.092365
5.08 33576.263637
5.1 33517.999359
5.12 33450.381395
5.14 33383.843988
5.16 33318.3788
5.18 33253.96433
5.2 33190.579563
5.22 33128.20396
5.24 33066.829931
5.26 33006.412225
5.28 32946.944892
5.3 32888.409231
5.32 32830.786982
5.34 32774.073101
5.36 32718.224053
5.38 32663.445474
5.4 32662.758129
5.42 32640.911522
5.44 32582.624105
5.46 32524.975325
5.48 32468.119295
5.5 32412.144216
5.52 32357.480014
5.54 32309.872097
5.56 32269.064378
5.58 32216.114144
5.6 32163.808682
5.62 32112.346349
5.64 32062.068118
5.66 32015.241397
5.68 31979.933053
5.7 31950.947205
5.72 31923.33107
5.74 31896.388765
5.76 31869.959711
5.78 31843.984848
5.8 31818.434482
5.82 31793.299153
5.84 31768.545206
5.86 31744.171903
5.88 31720.169129
5.9 31695.295698
5.92 31658.995514
5.94 31623.176934
5.96 31587.812
5.98 31552.904653
6 31518.447448
6.02 31484.433078
6.04 31450.854371
6.06 31417.714948
6.08 31384.98613
6.1 31352.67232
6.12 31320.766897
6.14 31289.263364
6.16 31258.155351
6.18 31227.446965
6.2 31197.110879
6.22 31167.151844
6.24 31132.420736
6.26 31095.641911
6.28 31060.2924
6.3 31030.693317
6.32 31009.762237
6.34 30990.992296
6.36 30967.522563
6.38 30940.377294
6.4 30913.558931
6.42 30887.072979
6.44 30882.128578
6.46 30882.124629
6.48 30877.463306
