3.78 39260.550945
3.8 38975.886207
3.82 38920.570462
3.84 38914.093601
3.86 38908.058771
3.88 38902.335479
3.9 38896.867115
3.92 38743.613938
3.94 38587.389203
3.96 38432.223123
3.98 38282.560784
4 38141.761553
4.02 37999.324913
4.04 37859.266318
4.06 37724.020257
4.08 37597.687424
4.1 37467.456668
4.12 37339.327398
4.14 37214.226136
4.16 37092.9322
4.18 36977.488463
4.2 36877.303911
4.22 36819.200396
4.24 36798.502366
4.26 36742.484458
4.28 36630.527822
4.3 36520.84187
4.32 36413.413308
4.34 36307.985302
4.36 36204.921048
4.38 36103.964406
4.4 36005.065602
4.42 35908.17627
4.44 35813.249873
4.46 35720.244583
4.48 35629.624752
4.5 35624.880865
4.52 35613.698437
4.54 35550.242536
4.56 35474.404192
4.58 35398.837637
4.6 35324.324208
4.62 35250.994137
4.64 35178.869752
4.66 35107.95042
4.68 35038.221798
4.7 34969.664994
4.72 34902.258511
4.74 34835.984596
4.76 34770.815403
4.78 34706.731927
4.8 34643.712721
4.82 34581.736792
4.84 34520.783585
4.86 34460.834236
4.88 34401.873811
4.9 34343.887969
4.92 34286.929507
4.94 34230.196102
4.96 34175.241312
4.98 34120.924477
5 34067.451633
5.02 34014.825074
5.04 33963.027663
5.06 33912.046914
5.08 33861.867196
5.1 33812.472245
5.12 33763.84096
5.14 33710.968037
5.16 33657.081485
5.18 33604.078876
5.2 33551.94488
5.22 33500.661777
5.24 33450.212182
5.26 33400.579091
5.28 33351.745892
5.3 33303.698413
5.32 33256.416601
5.34 33209.88723
5.36 33164.095266
5.38 33119.026052
5.4 33074.665303
5.42 33031.001178
5.44 32988.015759
5.46 32945.698024
5.48 32904.035019
5.5 32863.014088
5.52 32822.622863
5.54 32782.849255
5.56 32743.683441
5.58 32705.109739
5.6 32667.119009
5.62 32635.342164
5.64 32598.45904
5.66 32565.15793
5.68 32534.921789
5.7 32499.620317
5.72 32464.838867
5.74 32435.076511
5.76 32407.219791
5.78 32379.735481
5.8 32352.614813
5.82 32325.849363
5.84 32299.431373
5.86 32273.3524
5.88 32247.605172
5.9 32222.182276
5.92 32197.07666
5.94 32172.281323
5.96 32147.789433
5.98 32123.59448
6 32099.690117
6.02 32076.070122
6.04 32052.728402
6.06 32029.659144
6.08 32006.85658
6.1 31984.314638
6.12 31962.028733
6.14 31939.993337
6.16 31918.203371
6.18 31896.653896
6.2 31875.340232
6.22 31854.257784
6.24 31833.401259
6.26 31812.768011
6.28 31792.353428
6.3 31772.153678
6.32 31752.16519
6.34 31732.384526
6.36 31712.808466
6.38 31693.43281
6.4 31674.256738
6.42 31655.276813
6.44 31636.490573
6.46 31617.895769
6.48 31599.490275
