r,1,2,3
1.71688889,-178.2065683,119.8516412,-139.9777001
1.7215,-178.2178916,119.1314478,-139.5113748
1.72611111,-178.230205,118.4182133,-139.046908
1.73072222,-178.2434186,117.7119105,-138.5842935
1.73533333,-178.2574433,117.0125117,-138.1235252
1.73994444,-178.2721915,116.3199887,-137.6645968
1.74455556,-178.287576,115.6343127,-137.2075023
1.74916667,-178.3035111,114.9554545,-136.7522353
1.75377778,-178.3199117,114.2833843,-136.2987898
1.75838889,-178.3366937,113.6180721,-135.8471594
1.763,-178.3537741,112.9594871,-135.397338
1.76761111,-178.3710709,112.3075984,-134.9493192
1.77222222,-178.3885034,111.6623743,-134.503097
1.77683333,-178.4059917,111.023783,-134.0586648
1.78144444,-178.4234572,110.391792,-133.6160166
1.78605556,-178.4408223,109.7663685,-133.175146
1.79066667,-178.4580107,109.1474793,-132.7360467
1.79527778,-178.474947,108.5350909,-132.2987125
1.79988889,-178.4915572,107.9291691,-131.8631369
1.8045,-178.5077682,107.3296797,-131.4293137
1.80911111,-178.5235076,106.7365877,-130.9972366
1.81372222,-178.5387045,106.1498582,-130.5668993
1.81833333,-178.5532886,105.5694556,-130.1382954
1.82294444,-178.5671914,104.9953441,-129.7114185
1.82755556,-178.5803451,104.4274875,-129.2862625
1.83216667,-178.5926833,103.8658492,-128.8628208
1.83677778,-178.6041408,103.3103925,-128.4410872
1.84138889,-178.6146533,102.7610802,-128.0210553
1.846,-178.6241581,102.2178748,-127.6027188
1.85061111,-178.6325934,101.6807385,-127.1860714
1.85522222,-178.6398987,101.1496333,-126.7711067
1.85983333,-178.6460142,100.6245209,-126.3578183
1.86444444,-178.6508815,100.1053627,-125.9462
1.86905556,-178.6544429,99.59211966,-125.5362454
1.87366667,-178.6566421,99.08475278,-125.1279481
1.87827778,-178.6574242,98.58322265,-124.7213018
1.88288889,-178.6567352,98.08748961,-124.3163002
1.8875,-178.6545223,97.59751382,-123.9129369
1.89211111,-178.6507339,97.11325517,-123.5112057
1.89672222,-178.6453197,96.63467335,-123.1111002
1.90133333,-178.6382304,96.16172784,-122.7126141
1.90594444,-178.6294179,95.69437793,-122.315741
1.91055556,-178.6188352,95.23258268,-121.9204748
1.91516667,-178.6064364,94.776301,-121.526809
1.91977778,-178.5921766,94.32549159,-121.1347375
1.92438889,-178.576012,93.88011301,-120.7442539
1.929,-178.5579001,93.44012363,-120.3553519
1.93361111,-178.5377993,93.00548169,-119.9680252
1.93822222,-178.5156693,92.57614524,-119.5822677
1.94283333,-178.4914708,92.15207224,-119.198073
1.94744444,-178.4651657,91.73322048,-118.815435
1.95205556,-178.4367169,91.31954764,-118.4343473
1.95666667,-178.4060884,90.91101128,-118.0548037
1.96127778,-178.3732453,90.50756884,-117.6767981
1.96588889,-178.338154,90.10917767,-117.3003243
1.9705,-178.3007821,89.71579501,-116.9253759
1.97511111,-178.2610982,89.32737801,-116.5519469
1.97972222,-178.2190718,88.94388376,-116.1800311
1.98433333,-178.1746737,88.56526926,-115.8096223
1.98894444,-178.1278755,88.19149143,-115.4407143
1.99355556,-178.0786499,87.82250714,-115.073301
1.99816667,-178.0269704,87.45827321,-114.7073764
2.00277778,-177.9728118,87.09874641,-114.3429342
2.00738889,-177.9161495,86.74388346,-113.9799683
2.012,-177.8569601,86.39364107,-113.6184728
2.01661111,-177.7952215,86.04797589,-113.2584414
2.02122222,-177.7309132,85.70684457,-112.8998682
2.02583333,-177.664016,85.37020374,-112.542747
2.03044444,-177.5945112,85.03801003,-112.1870719
2.03505556,-177.5223814,84.71022006,-111.8328368
2.03966667,-177.4476098,84.38679046,-111.4800358
2.04427778,-177.3701805,84.06767786,-111.1286627
2.04888889,-177.2900785,83.75283893,-110.7787117
2.0535,-177.2072894,83.44223034,-110.4301767
2.05811111,-177.1217999,83.1358088,-110.0830518
2.06272222,-177.0335974,82.83353107,-109.7373311
2.06733333,-176.9426701,82.53535392,-109.3930087
2.07194444,-176.8490088,82.2412342,-109.0500786
2.07655556,-176.752606,81.95112879,-108.708535
2.08116667,-176.6534547,81.66499464,-108.368372
2.08577778,-176.5515487,81.38278876,-108.0295837
2.09038889,-176.4468824,81.10446825,-107.6921642
2.095,-176.3394512,80.82999025,-107.3561079
2.09961111,-176.2292508,80.55931202,-107.0214087
2.10422222,-176.1162777,80.29239088,-106.6880611
2.10883333,-176.000529,80.02918424,-106.3560591
2.11344444,-175.8820024,79.76964964,-106.025397
2.11805556,-175.7606961,79.51374469,-105.6960691
2.12266667,-175.6366108,79.26142712,-105.3680696
2.12727778,-175.5097498,79.01265476,-105.0413929
2.13188889,-175.3801177,78.76738559,-104.7160332
2.1365,-175.2477195,78.52557768,-104.3919848
2.14111111,-175.1125605,78.28718925,-104.0692422
2.14572222,-174.9746466,78.05217863,-103.7477997
2.15033333,-174.8339843,77.8205043,-103.4276516
2.15494444,-174.6905805,77.59212489,-103.1087924
2.15955556,-174.5444424,77.36699915,-102.7912164
2.16416667,-174.3955777,77.14508602,-102.4749181
2.16877778,-174.2439946,76.92634456,-102.159892
2.17338889,-174.089702,76.710734,-101.8461325
2.178,-173.9327134,76.49821373,-101.5336341
2.18261111,-173.7730443,76.28874332,-101.2223912
2.18722222,-173.6107103,76.08228251,-100.9123985
2.19183333,-173.4457275,75.87879119,-100.6036505
2.19644444,-173.2781123,75.67822947,-100.2961417
2.20105556,-173.1078814,75.4805576,-99.98986675
2.20566667,-172.9350517,75.28573606,-99.68482017
2.21027778,-172.7596403,75.09372549,-99.38099662
2.21488889,-172.5816646,74.90448674,-99.07839073
2.2195,-172.4011421,74.71798084,-98.77699715
2.22411111,-172.2180908,74.53416906,-98.47681055
2.22872222,-172.0325314,74.35301282,-98.17782563
2.23333333,-171.8444896,74.1744738,-97.8800371
2.23794444,-171.6539914,73.99851386,-97.58343969
2.24255556,-171.4610628,73.82509509,-97.28802815
2.24716667,-171.2657303,73.65417978,-96.99379724
2.25177778,-171.0680201,73.48573046,-96.70074175
2.25638889,-170.8679586,73.31970989,-96.4088565
2.261,-170.6655724,73.15608102,-96.1181363
2.26561111,-170.4608879,72.99480707,-95.828576
2.27022222,-170.2539318,72.83585147,-95.54017046
2.27483333,-170.0447305,72.67917789,-95.25291457
2.27944444,-169.8333117,72.52475024,-94.96680324
2.28405556,-169.6197084,72.37253266,-94.68183137
2.28866667,-169.4039559,72.22248956,-94.39799393
2.29327778,-169.1860894,72.07458556,-94.11528586
2.29788889,-168.9661441,71.92878555,-93.83370214
2.3025,-168.7441549,71.78505466,-93.55323778
2.30711111,-168.520157,71.64335828,-93.2738878
2.31172222,-168.294185,71.50366205,-92.99564723
2.31633333,-168.0662739,71.36593185,-92.71851114
2.32094444,-167.8364582,71.23013384,-92.4424746
2.32555556,-167.6047723,71.09623444,-92.1675327
2.33016667,-167.3712507,70.96420032,-91.89368057
2.33477778,-167.1359312,70.83399841,-91.62091334
2.33938889,-166.8988561,70.70559592,-91.34922616
2.344,-166.660068,70.57896032,-91.07861421
2.34861111,-166.4196091,70.45405934,-90.80907269
2.35322222,-166.1775215,70.330861,-90.54059681
2.35783333,-165.9338472,70.20933356,-90.27318179
2.36244444,-165.6886277,70.08944558,-90.0068229
2.36705556,-165.4419043,69.97116589,-89.74151541
2.37166667,-165.1937183,69.85446358,-89.4772546
2.37627778,-164.9441105,69.73930804,-89.21403579
2.38088889,-164.6931214,69.62566891,-88.95185431
2.3855,-164.4407924,69.51351612,-88.6907055
2.39011111,-164.1871694,69.40281989,-88.43058474
2.39472222,-163.9322997,69.29355072,-88.17148741
2.39933333,-163.6762304,69.18567936,-87.91340892
2.40394444,-163.4190082,69.07917688,-87.65634469
2.40855556,-163.1606795,68.97401462,-87.40029018
2.41316667,-162.9012902,68.87016419,-87.14524085
2.41777778,-162.6408861,68.7675975,-86.89119218
2.42238889,-162.3795126,68.66628674,-86.63813967
2.427,-162.1172147,68.56620438,-86.38607884
2.43161111,-161.854037,68.46732319,-86.13500525
2.43622222,-161.5900241,68.36961621,-85.88491444
2.44083333,-161.3252222,68.27305677,-85.635802
2.44544444,-161.0596803,68.1776185,-85.38766352
2.45005556,-160.7934471,68.08327529,-85.14049463
2.45466667,-160.5265708,67.99000134,-84.89429096
2.45927778,-160.2590995,67.89777113,-84.64904816
2.46388889,-159.9910806,67.80655943,-84.40476191
2.4685,-159.7225613,67.71634129,-84.1614279
2.47311111,-159.4535885,67.62709205,-83.91904184
2.47772222,-159.1842085,67.53878733,-83.67759947
2.48233333,-158.9144673,67.45140306,-83.43709652
2.48694444,-158.6444106,67.36491543,-83.19752878
2.49155556,-158.374084,67.27930093,-82.95889202
2.49616667,-158.1035345,67.19453634,-82.72118206
2.50077778,-157.8328091,67.11059871,-82.4843947
2.50538889,-157.5619547,67.02746539,-82.24852581
2.51,-157.2910175,66.94511401,-82.01357123
2.51461111,-157.0200434,66.86352248,-81.77952684
2.51922222,-156.7490781,66.782669,-81.54638855
2.52383333,-156.4781666,66.70253205,-81.31415226
2.52844444,-156.2073537,66.62309039,-81.08281391
2.53305556,-155.9366839,66.54432307,-80.85236946
2.53766667,-155.6662011,66.46620942,-80.62281486
2.54227778,-155.395949,66.38872904,-80.39414612
2.54688889,-155.1259706,66.31186183,-80.16635923
2.5515,-154.8563084,66.23558794,-79.93945023
2.55611111,-154.5870046,66.15988783,-79.71341514
2.56072222,-154.3181011,66.0847422,-79.48825004
2.56533333,-154.0496391,66.01013207,-79.263951
2.56994444,-153.7816598,65.93603871,-79.04051411
2.57455556,-153.5142039,65.86244365,-78.81793549
2.57916667,-153.2473117,65.78932873,-78.59621128
2.58377778,-152.9810231,65.71667603,-78.37533761
2.58838889,-152.7153779,65.64446792,-78.15531065
2.593,-152.4504154,65.57268703,-77.9361266
2.59761111,-152.186174,65.50131626,-77.71778164
2.60222222,-151.9226898,65.43033878,-77.500272
2.60683333,-151.6599981,65.35973803,-77.28359392
2.61144444,-151.3981338,65.2894977,-77.06774365
2.61605556,-151.1371317,65.21960176,-76.85271745
2.62066667,-150.877026,65.15003443,-76.63851162
2.62527778,-150.6178508,65.08078021,-76.42512246
2.62988889,-150.3596397,65.01182383,-76.2125463
2.6345,-150.1024263,64.9431503,-76.00077947
2.63911111,-149.8462437,64.87474488,-75.78981832
2.64372222,-149.5911248,64.80659307,-75.57965924
2.64833333,-149.3371019,64.73868066,-75.37029861
2.65294444,-149.0842049,64.67099366,-75.16173284
2.65755556,-148.8324608,64.60351833,-74.95395835
2.66216667,-148.5818964,64.5362412,-74.74697158
2.66677778,-148.3325382,64.46914904,-74.54076899
2.67138889,-148.0844126,64.40222884,-74.33534704
2.676,-147.8375456,64.33546788,-74.13070224
2.68061111,-147.5919631,64.26885363,-73.92683109
2.68522222,-147.3476904,64.20237384,-73.72373011
2.68983333,-147.1047532,64.13601649,-73.52139583
2.69444444,-146.8631764,64.06976978,-73.31982482
2.69905556,-146.622985,64.00362217,-73.11901364
2.70366667,-146.3842026,63.93756232,-72.91895888
2.70827778,-146.1468484,63.87157916,-72.71965715
2.71288889,-145.9109405,63.80566182,-72.52110507
2.7175,-145.6764972,63.73979967,-72.32329926
2.72211111,-145.443536,63.67398231,-72.12623639
2.72672222,-145.2120748,63.60819956,-71.92991312
2.73133333,-144.982131,63.54244145,-71.73432612
2.73594444,-144.753722,63.47669824,-71.53947211
2.74055556,-144.5268649,63.41096042,-71.3453478
2.74516667,-144.3015768,63.34521868,-71.1519499
2.74977778,-144.0778745,63.27946392,-70.95927518
2.75438889,-143.8557746,63.21368728,-70.76732039
2.759,-143.6352901,63.14788008,-70.57608231
2.76361111,-143.4164311,63.08203387,-70.38555772
2.76822222,-143.1992074,63.01614038,-70.19574344
2.77283333,-142.9836289,62.95019158,-70.00663629
2.77744444,-142.7697052,62.88417962,-69.81823311
2.78205556,-142.557446,62.81809685,-69.63053074
2.78666667,-142.3468606,62.75193582,-69.44352606
2.79127778,-142.1379584,62.6856893,-69.25721594
2.79588889,-141.9307488,62.61935021,-69.07159729
2.8005,-141.7252409,62.5529117,-68.88666702
2.80511111,-141.5214438,62.48636709,-68.70242204
2.80972222,-141.3193652,62.4197099,-68.51885932
2.81433333,-141.1190087,62.35293383,-68.33597579
2.81894444,-140.9203771,62.28603277,-68.15376844
2.82355556,-140.7234731,62.21900078,-67.97223424
2.82816667,-140.5282993,62.15183211,-67.79137021
2.83277778,-140.3348585,62.08452118,-67.61117334
2.83738889,-140.143153,62.01706261,-67.43164067
2.842,-139.9531856,61.94945115,-67.25276925
2.84661111,-139.7649585,61.88168177,-67.07455612
2.85122222,-139.5784744,61.81374957,-66.89699837
2.85583333,-139.3937356,61.74564984,-66.72009308
2.86044444,-139.2107444,61.67737802,-66.54383734
2.86505556,-139.0294998,61.60892974,-66.36822827
2.86966667,-138.8499989,61.54030076,-66.193263
2.87427778,-138.6722387,61.47148702,-66.01893866
2.87888889,-138.4962161,61.40248461,-65.84525242
2.8835,-138.321928,61.33328978,-65.67220144
2.88811111,-138.1493715,61.26389892,-65.4997829
2.89272222,-137.9785435,61.19430857,-65.32799401
2.89733333,-137.8094408,61.12451545,-65.15683196
2.90194444,-137.6420605,61.0545164,-64.98629399
2.90655556,-137.4763995,60.98430839,-64.81637732
2.91116667,-137.3124548,60.91388858,-64.64707921
2.91577778,-137.1502222,60.84325423,-64.47839693
2.92038889,-136.9896949,60.77240274,-64.31032774
2.925,-136.8308653,60.70133168,-64.14286894
2.92961111,-136.6737262,60.63003873,-63.97601784
2.93422222,-136.5182703,60.55852169,-63.80977173
2.93883333,-136.3644901,60.48677852,-63.64412797
2.94344444,-136.2123784,60.41480728,-63.47908388
2.94805556,-136.061928,60.34260619,-63.31463682
2.95266667,-135.9131317,60.27017356,-63.15078416
2.95727778,-135.7659823,60.19750785,-62.98752328
2.96188889,-135.6204726,60.12460762,-62.82485157
2.9665,-135.4765955,60.05147156,-62.66276644
2.97111111,-135.3343417,59.97809847,-62.5012653
2.97572222,-135.1937009,59.90448728,-62.34034559
2.98033333,-135.0546626,59.83063701,-62.18000475
2.98494444,-134.9172167,59.75654681,-62.02024024
2.98955556,-134.7813529,59.68221592,-61.86104952
2.99416667,-134.647061,59.60764371,-61.70243007
2.99877778,-134.5143308,59.53282963,-61.54437939
3.00338889,-134.3831522,59.45777326,-61.38689497
3.008,-134.2535154,59.38247425,-61.22997435
3.01261111,-134.1254102,59.30693239,-61.07361504
3.01722222,-133.9988268,59.23114753,-60.91781459
3.02183333,-133.8737547,59.15511963,-60.76257055
3.02644444,-133.7501818,59.07884875,-60.60788049
3.03105556,-133.628096,59.00233503,-60.45374197
3.03566667,-133.5074853,58.92557872,-60.3001526
3.04027778,-133.3883376,58.84858012,-60.14710997
3.04488889,-133.2706409,58.77133966,-59.99461169
3.0495,-133.1543834,58.69385784,-59.84265538
3.05411111,-133.0395533,58.61613523,-59.69123869
3.05872222,-132.9261387,58.53817249,-59.54035925
3.06333333,-132.8141282,58.45997037,-59.39001473
3.06794444,-132.70351,58.38152969,-59.24020279
3.07255556,-132.5942725,58.30285133,-59.09092112
3.07716667,-132.4864033,58.22393628,-58.94216741
3.08177778,-132.3798893,58.14478556,-58.79393935
3.08638889,-132.2747176,58.06540031,-58.64623468
3.091,-132.1708754,57.98578169,-58.4990511
3.09561111,-132.06835,57.90593097,-58.35238636
3.10022222,-131.9671287,57.82584946,-58.2062382
3.10483333,-131.8671989,57.74553854,-58.06060439
3.10944444,-131.768548,57.66499967,-57.91548269
3.11405556,-131.6711635,57.58423434,-57.77087089
3.11866667,-131.5750332,57.50324412,-57.62676677
3.12327778,-131.4801448,57.42203065,-57.48316813
3.12788889,-131.3864856,57.34059561,-57.3400728
3.1325,-131.2940428,57.25894073,-57.19747859
3.13711111,-131.2028033,57.17706781,-57.05538334
3.14172222,-131.1127541,57.0949787,-56.91378488
3.14633333,-131.0238825,57.01267528,-56.77268109
3.15094444,-130.9361757,56.93015951,-56.63206981
3.15555556,-130.849621,56.84743338,-56.49194893
3.16016667,-130.7642057,56.76449894,-56.35231634
3.16477778,-130.6799174,56.68135826,-56.21316992
3.16938889,-130.5967436,56.59801349,-56.07450759
3.174,-130.514672,56.51446679,-55.93632727
3.17861111,-130.4336901,56.43072037,-55.79862687
3.18322222,-130.3537855,56.3467765,-55.66140435
3.18783333,-130.2749457,56.26263746,-55.52465763
3.19244444,-130.1971582,56.17830559,-55.38838469
3.19705556,-130.1204106,56.09378325,-55.25258349
3.20166667,-130.0446907,56.00907284,-55.117252
3.20627778,-129.9699862,55.9241768,-54.98238821
3.21088889,-129.896285,55.8390976,-54.84799012
3.2155,-129.823575,55.75383773,-54.71405573
3.22011111,-129.7518441,55.66839971,-54.58058307
3.22472222,-129.6810805,55.58278612,-54.44757015
3.22933333,-129.6112724,55.49699952,-54.31501501
3.23394444,-129.5424079,55.41104254,-54.1829157
3.23855556,-129.4744753,55.3249178,-54.05127027
3.24316667,-129.4074629,55.23862796,-53.92007678
3.24777778,-129.3413593,55.15217572,-53.78933331
3.25238889,-129.276153,55.06556376,-53.65903794
3.257,-129.2118324,54.97879482,-53.52918876
3.26161111,-129.1483863,54.89187164,-53.39978386
3.26622222,-129.0858033,54.80479698,-53.27082138
3.27083333,-129.0240723,54.71757363,-53.14229941
3.27544444,-128.9631821,54.63020437,-53.01421609
3.28005556,-128.9031216,54.54269203,-52.88656956
3.28466667,-128.8438798,54.45503943,-52.75935796
3.28927778,-128.785446,54.36724941,-52.63257945
3.29388889,-128.7278096,54.27932482,-52.50623219
3.2985,-128.6709601,54.19126854,-52.38031436
3.30311111,-128.614887,54.10308343,-52.25482414
3.30772222,-128.55958,54.01477238,-52.12975972
3.31233333,-128.5050286,53.92633828,-52.00511929
3.31694444,-128.4512226,53.83778405,-51.88090108
3.32155556,-128.3981517,53.74911258,-51.75710329
3.32616667,-128.3458059,53.6603268,-51.63372415
3.33077778,-128.2941751,53.57142963,-51.5107619
3.33538889,-128.2432492,53.48242399,-51.38821477
3.34,-128.1930184,53.39331282,-51.26608103
3.34461111,-128.1434732,53.30409905,-51.14435892
3.34922222,-128.0946043,53.21478561,-51.02304672
3.35383333,-128.0464023,53.12537544,-50.9021427
3.35844444,-127.9988579,53.03587148,-50.78164515
