r,1,2,3,4,5,6
2.18722222,2.06E+04,3.79E+04,3.45E+04,3.22E+04,3.62E+04,4.26E+04
2.19183333,2.07E+04,3.79E+04,3.44E+04,3.21E+04,3.61E+04,4.25E+04
2.19644444,2.08E+04,3.79E+04,3.44E+04,3.21E+04,3.60E+04,4.25E+04
2.20105556,2.09E+04,3.80E+04,3.43E+04,3.21E+04,3.60E+04,4.25E+04
2.20566667,2.10E+04,3.80E+04,3.43E+04,3.21E+04,3.59E+04,4.24E+04
2.21027778,2.11E+04,3.80E+04,3.42E+04,3.21E+04,3.58E+04,4.24E+04
2.21488889,2.11E+04,3.80E+04,3.42E+04,3.20E+04,3.57E+04,4.24E+04
2.2195,2.12E+04,3.81E+04,3.42E+04,3.20E+04,3.57E+04,4.24E+04
2.22411111,2.13E+04,3.81E+04,3.41E+04,3.20E+04,3.56E+04,4.23E+04
2.22872222,2.14E+04,3.81E+04,3.41E+04,3.20E+04,3.55E+04,4.23E+04
2.23333333,2.15E+04,3.81E+04,3.40E+04,3.20E+04,3.55E+04,4.23E+04
2.23794444,2.16E+04,3.82E+04,3.40E+04,3.19E+04,3.54E+04,4.22E+04
2.24255556,2.17E+04,3.82E+04,3.40E+04,3.19E+04,3.53E+04,4.22E+04
2.24716667,2.18E+04,3.82E+04,3.39E+04,3.19E+04,3.53E+04,4.22E+04
2.25177778,2.19E+04,3.82E+04,3.39E+04,3.19E+04,3.52E+04,4.21E+04
2.25638889,2.20E+04,3.82E+04,3.38E+04,3.19E+04,3.51E+04,4.21E+04
2.261,2.20E+04,3.83E+04,3.38E+04,3.18E+04,3.51E+04,4.21E+04
2.26561111,2.21E+04,3.83E+04,3.38E+04,3.18E+04,3.50E+04,4.21E+04
2.27022222,2.22E+04,3.83E+04,3.37E+04,3.18E+04,3.50E+04,4.20E+04
2.27483333,2.23E+04,3.83E+04,3.37E+04,3.18E+04,3.49E+04,4.20E+04
2.27944444,2.24E+04,3.84E+04,3.37E+04,3.18E+04,3.48E+04,4.20E+04
2.28405556,2.25E+04,3.84E+04,3.36E+04,3.18E+04,3.48E+04,4.20E+04
2.28866667,2.25E+04,3.84E+04,3.36E+04,3.17E+04,3.47E+04,4.19E+04
2.29327778,2.26E+04,3.84E+04,3.36E+04,3.17E+04,3.47E+04,4.19E+04
2.29788889,2.27E+04,3.84E+04,3.35E+04,3.17E+04,3.46E+04,4.19E+04
2.3025,2.28E+04,3.85E+04,3.35E+04,3.17E+04,3.45E+04,4.19E+04
2.30711111,2.29E+04,3.85E+04,3.35E+04,3.17E+04,3.45E+04,4.18E+04
2.31172222,2.29E+04,3.85E+04,3.34E+04,3.17E+04,3.44E+04,4.18E+04
2.31633333,2.30E+04,3.85E+04,3.34E+04,3.16E+04,3.44E+04,4.18E+04
2.32094444,2.31E+04,3.85E+04,3.34E+04,3.16E+04,3.43E+04,4.18E+04
2.32555556,2.32E+04,3.86E+04,3.33E+04,3.16E+04,3.43E+04,4.17E+04
2.33016667,2.32E+04,3.86E+04,3.33E+04,3.16E+04,3.42E+04,4.17E+04
2.33477778,2.33E+04,3.86E+04,3.33E+04,3.16E+04,3.42E+04,4.17E+04
2.33938889,2.34E+04,3.86E+04,3.32E+04,3.16E+04,3.41E+04,4.17E+04
2.344,2.35E+04,3.86E+04,3.32E+04,3.16E+04,3.41E+04,4.17E+04
2.34861111,2.35E+04,3.86E+04,3.32E+04,3.15E+04,3.40E+04,4.16E+04
2.35322222,2.36E+04,3.87E+04,3.31E+04,3.15E+04,3.40E+04,4.16E+04
2.35783333,2.37E+04,3.87E+04,3.31E+04,3.15E+04,3.39E+04,4.16E+04
2.36244444,2.38E+04,3.87E+04,3.31E+04,3.15E+04,3.39E+04,4.16E+04
2.36705556,2.38E+04,3.87E+04,3.31E+04,3.15E+04,3.38E+04,4.16E+04
2.37166667,2.39E+04,3.87E+04,3.30E+04,3.15E+04,3.38E+04,4.15E+04
2.37627778,2.40E+04,3.87E+04,3.30E+04,3.15E+04,3.37E+04,4.15E+04
2.38088889,2.40E+04,3.88E+04,3.30E+04,3.15E+04,3.37E+04,4.15E+04
2.3855,2.41E+04,3.88E+04,3.29E+04,3.14E+04,3.36E+04,4.15E+04
2.39011111,2.42E+04,3.88E+04,3.29E+04,3.14E+04,3.36E+04,4.15E+04
2.39472222,2.42E+04,3.88E+04,3.29E+04,3.14E+04,3.36E+04,4.14E+04
2.39933333,2.43E+04,3.88E+04,3.29E+04,3.14E+04,3.35E+04,4.14E+04
2.40394444,2.44E+04,3.88E+04,3.28E+04,3.14E+04,3.35E+04,4.14E+04
2.40855556,2.44E+04,3.88E+04,3.28E+04,3.14E+04,3.34E+04,4.14E+04
2.41316667,2.45E+04,3.89E+04,3.28E+04,3.14E+04,3.34E+04,4.14E+04
2.41777778,2.46E+04,3.89E+04,3.28E+04,3.14E+04,3.33E+04,4.14E+04
2.42238889,2.46E+04,3.89E+04,3.27E+04,3.14E+04,3.33E+04,4.13E+04
2.427,2.47E+04,3.89E+04,3.27E+04,3.13E+04,3.33E+04,4.13E+04
2.43161111,2.47E+04,3.89E+04,3.27E+04,3.13E+04,3.32E+04,4.13E+04
2.43622222,2.48E+04,3.89E+04,3.27E+04,3.13E+04,3.32E+04,4.13E+04
2.44083333,2.49E+04,3.89E+04,3.26E+04,3.13E+04,3.31E+04,4.13E+04
2.44544444,2.49E+04,3.90E+04,3.26E+04,3.13E+04,3.31E+04,4.13E+04
2.45005556,2.50E+04,3.90E+04,3.26E+04,3.13E+04,3.31E+04,4.12E+04
2.45466667,2.50E+04,3.90E+04,3.26E+04,3.13E+04,3.30E+04,4.12E+04
2.45927778,2.51E+04,3.90E+04,3.25E+04,3.13E+04,3.30E+04,4.12E+04
2.46388889,2.52E+04,3.90E+04,3.25E+04,3.13E+04,3.30E+04,4.12E+04
2.4685,2.52E+04,3.90E+04,3.25E+04,3.13E+04,3.29E+04,4.12E+04
2.47311111,2.53E+04,3.90E+04,3.25E+04,3.12E+04,3.29E+04,4.12E+04
2.47772222,2.53E+04,3.90E+04,3.24E+04,3.12E+04,3.29E+04,4.11E+04
2.48233333,2.54E+04,3.91E+04,3.24E+04,3.12E+04,3.28E+04,4.11E+04
2.48694444,2.54E+04,3.91E+04,3.24E+04,3.12E+04,3.28E+04,4.11E+04
2.49155556,2.55E+04,3.91E+04,3.24E+04,3.12E+04,3.27E+04,4.11E+04
2.49616667,2.56E+04,3.91E+04,3.24E+04,3.12E+04,3.27E+04,4.11E+04
2.50077778,2.56E+04,3.91E+04,3.23E+04,3.12E+04,3.27E+04,4.11E+04
2.50538889,2.57E+04,3.91E+04,3.23E+04,3.12E+04,3.27E+04,4.11E+04
2.51,2.57E+04,3.91E+04,3.23E+04,3.12E+04,3.26E+04,4.11E+04
2.51461111,2.58E+04,3.91E+04,3.23E+04,3.12E+04,3.26E+04,4.10E+04
2.51922222,2.58E+04,3.91E+04,3.23E+04,3.12E+04,3.26E+04,4.10E+04
2.52383333,2.59E+04,3.92E+04,3.22E+04,3.11E+04,3.25E+04,4.10E+04
2.52844444,2.59E+04,3.92E+04,3.22E+04,3.11E+04,3.25E+04,4.10E+04
2.53305556,2.60E+04,3.92E+04,3.22E+04,3.11E+04,3.25E+04,4.10E+04
2.53766667,2.60E+04,3.92E+04,3.22E+04,3.11E+04,3.24E+04,4.10E+04
2.54227778,2.61E+04,3.92E+04,3.22E+04,3.11E+04,3.24E+04,4.10E+04
2.54688889,2.61E+04,3.92E+04,3.21E+04,3.11E+04,3.24E+04,4.10E+04
2.5515,2.62E+04,3.92E+04,3.21E+04,3.11E+04,3.23E+04,4.09E+04
2.55611111,2.62E+04,3.92E+04,3.21E+04,3.11E+04,3.23E+04,4.09E+04
2.56072222,2.63E+04,3.92E+04,3.21E+04,3.11E+04,3.23E+04,4.09E+04
2.56533333,2.63E+04,3.92E+04,3.21E+04,3.11E+04,3.23E+04,4.09E+04
2.56994444,2.63E+04,3.93E+04,3.20E+04,3.11E+04,3.22E+04,4.09E+04
2.57455556,2.64E+04,3.93E+04,3.20E+04,3.11E+04,3.22E+04,4.09E+04
2.57916667,2.64E+04,3.93E+04,3.20E+04,3.11E+04,3.22E+04,4.09E+04
2.58377778,2.65E+04,3.93E+04,3.20E+04,3.11E+04,3.22E+04,4.09E+04
2.58838889,2.65E+04,3.93E+04,3.20E+04,3.10E+04,3.21E+04,4.09E+04
2.593,2.66E+04,3.93E+04,3.20E+04,3.10E+04,3.21E+04,4.08E+04
2.59761111,2.66E+04,3.93E+04,3.19E+04,3.10E+04,3.21E+04,4.08E+04
2.60222222,2.67E+04,3.93E+04,3.19E+04,3.10E+04,3.21E+04,4.08E+04
2.60683333,2.67E+04,3.93E+04,3.19E+04,3.10E+04,3.20E+04,4.08E+04
2.61144444,2.67E+04,3.93E+04,3.19E+04,3.10E+04,3.20E+04,4.08E+04
2.61605556,2.68E+04,3.93E+04,3.19E+04,3.10E+04,3.20E+04,4.08E+04
2.62066667,2.68E+04,3.93E+04,3.19E+04,3.10E+04,3.20E+04,4.08E+04
2.62527778,2.69E+04,3.94E+04,3.19E+04,3.10E+04,3.19E+04,4.08E+04
2.62988889,2.69E+04,3.94E+04,3.18E+04,3.10E+04,3.19E+04,4.08E+04
2.6345,2.69E+04,3.94E+04,3.18E+04,3.10E+04,3.19E+04,4.08E+04
2.63911111,2.70E+04,3.94E+04,3.18E+04,3.10E+04,3.19E+04,4.07E+04
2.64372222,2.70E+04,3.94E+04,3.18E+04,3.10E+04,3.19E+04,4.07E+04
2.64833333,2.71E+04,3.94E+04,3.18E+04,3.10E+04,3.18E+04,4.07E+04
2.65294444,2.71E+04,3.94E+04,3.18E+04,3.10E+04,3.18E+04,4.07E+04
2.65755556,2.71E+04,3.94E+04,3.18E+04,3.10E+04,3.18E+04,4.07E+04
2.66216667,2.72E+04,3.94E+04,3.17E+04,3.10E+04,3.18E+04,4.07E+04
2.66677778,2.72E+04,3.94E+04,3.17E+04,3.09E+04,3.18E+04,4.07E+04
2.67138889,2.73E+04,3.94E+04,3.17E+04,3.09E+04,3.17E+04,4.07E+04
2.676,2.73E+04,3.94E+04,3.17E+04,3.09E+04,3.17E+04,4.07E+04
2.68061111,2.73E+04,3.94E+04,3.17E+04,3.09E+04,3.17E+04,4.07E+04
2.68522222,2.74E+04,3.94E+04,3.17E+04,3.09E+04,3.17E+04,4.07E+04
2.68983333,2.74E+04,3.94E+04,3.17E+04,3.09E+04,3.17E+04,4.06E+04
2.69444444,2.74E+04,3.95E+04,3.16E+04,3.09E+04,3.16E+04,4.06E+04
2.69905556,2.75E+04,3.95E+04,3.16E+04,3.09E+04,3.16E+04,4.06E+04
2.70366667,2.75E+04,3.95E+04,3.16E+04,3.09E+04,3.16E+04,4.06E+04
2.70827778,2.75E+04,3.95E+04,3.16E+04,3.09E+04,3.16E+04,4.06E+04
2.71288889,2.76E+04,3.95E+04,3.16E+04,3.09E+04,3.16E+04,4.06E+04
2.7175,2.76E+04,3.95E+04,3.16E+04,3.09E+04,3.15E+04,4.06E+04
2.72211111,2.76E+04,3.95E+04,3.16E+04,3.09E+04,3.15E+04,4.06E+04
2.72672222,2.77E+04,3.95E+04,3.16E+04,3.09E+04,3.15E+04,4.06E+04
2.73133333,2.77E+04,3.95E+04,3.15E+04,3.09E+04,3.15E+04,4.06E+04
2.73594444,2.77E+04,3.95E+04,3.15E+04,3.09E+04,3.15E+04,4.06E+04
2.74055556,2.78E+04,3.95E+04,3.15E+04,3.09E+04,3.15E+04,4.06E+04
2.74516667,2.78E+04,3.95E+04,3.15E+04,3.09E+04,3.14E+04,4.06E+04
2.74977778,2.78E+04,3.95E+04,3.15E+04,3.09E+04,3.14E+04,4.06E+04
2.75438889,2.79E+04,3.95E+04,3.15E+04,3.09E+04,3.14E+04,4.05E+04
2.759,2.79E+04,3.95E+04,3.15E+04,3.09E+04,3.14E+04,4.05E+04
2.76361111,2.79E+04,3.95E+04,3.15E+04,3.09E+04,3.14E+04,4.05E+04
2.76822222,2.79E+04,3.95E+04,3.15E+04,3.09E+04,3.14E+04,4.05E+04
2.77283333,2.80E+04,3.95E+04,3.14E+04,3.08E+04,3.13E+04,4.05E+04
2.77744444,2.80E+04,3.96E+04,3.14E+04,3.08E+04,3.13E+04,4.05E+04
2.78205556,2.80E+04,3.96E+04,3.14E+04,3.08E+04,3.13E+04,4.05E+04
2.78666667,2.81E+04,3.96E+04,3.14E+04,3.08E+04,3.13E+04,4.05E+04
2.79127778,2.81E+04,3.96E+04,3.14E+04,3.08E+04,3.13E+04,4.05E+04
2.79588889,2.81E+04,3.96E+04,3.14E+04,3.08E+04,3.13E+04,4.05E+04
2.8005,2.81E+04,3.96E+04,3.14E+04,3.08E+04,3.13E+04,4.05E+04
2.80511111,2.82E+04,3.96E+04,3.14E+04,3.08E+04,3.13E+04,4.05E+04
2.80972222,2.82E+04,3.96E+04,3.14E+04,3.08E+04,3.12E+04,4.05E+04
2.81433333,2.82E+04,3.96E+04,3.14E+04,3.08E+04,3.12E+04,4.05E+04
2.81894444,2.82E+04,3.96E+04,3.13E+04,3.08E+04,3.12E+04,4.05E+04
2.82355556,2.83E+04,3.96E+04,3.13E+04,3.08E+04,3.12E+04,4.04E+04
2.82816667,2.83E+04,3.96E+04,3.13E+04,3.08E+04,3.12E+04,4.04E+04
2.83277778,2.83E+04,3.96E+04,3.13E+04,3.08E+04,3.12E+04,4.04E+04
2.83738889,2.83E+04,3.96E+04,3.13E+04,3.08E+04,3.12E+04,4.04E+04
2.842,2.84E+04,3.96E+04,3.13E+04,3.08E+04,3.11E+04,4.04E+04
2.84661111,2.84E+04,3.96E+04,3.13E+04,3.08E+04,3.11E+04,4.04E+04
2.85122222,2.84E+04,3.96E+04,3.13E+04,3.08E+04,3.11E+04,4.04E+04
2.85583333,2.84E+04,3.96E+04,3.13E+04,3.08E+04,3.11E+04,4.04E+04
2.86044444,2.85E+04,3.96E+04,3.13E+04,3.08E+04,3.11E+04,4.04E+04
2.86505556,2.85E+04,3.96E+04,3.13E+04,3.08E+04,3.11E+04,4.04E+04
2.86966667,2.85E+04,3.96E+04,3.13E+04,3.08E+04,3.11E+04,4.04E+04
2.87427778,2.85E+04,3.96E+04,3.12E+04,3.08E+04,3.11E+04,4.04E+04
2.87888889,2.86E+04,3.96E+04,3.12E+04,3.08E+04,3.11E+04,4.04E+04
2.8835,2.86E+04,3.96E+04,3.12E+04,3.08E+04,3.10E+04,4.04E+04
2.88811111,2.86E+04,3.96E+04,3.12E+04,3.08E+04,3.10E+04,4.04E+04
2.89272222,2.86E+04,3.97E+04,3.12E+04,3.08E+04,3.10E+04,4.04E+04
2.89733333,2.86E+04,3.97E+04,3.12E+04,3.08E+04,3.10E+04,4.04E+04
2.90194444,2.87E+04,3.97E+04,3.12E+04,3.08E+04,3.10E+04,4.04E+04
2.90655556,2.87E+04,3.97E+04,3.12E+04,3.08E+04,3.10E+04,4.04E+04
2.91116667,2.87E+04,3.97E+04,3.12E+04,3.08E+04,3.10E+04,4.04E+04
2.91577778,2.87E+04,3.97E+04,3.12E+04,3.08E+04,3.10E+04,4.03E+04
2.92038889,2.88E+04,3.97E+04,3.12E+04,3.08E+04,3.10E+04,4.03E+04
2.925,2.88E+04,3.97E+04,3.12E+04,3.08E+04,3.10E+04,4.03E+04
2.92961111,2.88E+04,3.97E+04,3.12E+04,3.08E+04,3.09E+04,4.03E+04
2.93422222,2.88E+04,3.97E+04,3.11E+04,3.07E+04,3.09E+04,4.03E+04
2.93883333,2.88E+04,3.97E+04,3.11E+04,3.07E+04,3.09E+04,4.03E+04
2.94344444,2.89E+04,3.97E+04,3.11E+04,3.07E+04,3.09E+04,4.03E+04
2.94805556,2.89E+04,3.97E+04,3.11E+04,3.07E+04,3.09E+04,4.03E+04
2.95266667,2.89E+04,3.97E+04,3.11E+04,3.07E+04,3.09E+04,4.03E+04
2.95727778,2.89E+04,3.97E+04,3.11E+04,3.07E+04,3.09E+04,4.03E+04
2.96188889,2.89E+04,3.97E+04,3.11E+04,3.07E+04,3.09E+04,4.03E+04
2.9665,2.89E+04,3.97E+04,3.11E+04,3.07E+04,3.09E+04,4.03E+04
2.97111111,2.90E+04,3.97E+04,3.11E+04,3.07E+04,3.09E+04,4.03E+04
2.97572222,2.90E+04,3.97E+04,3.11E+04,3.07E+04,3.09E+04,4.03E+04
2.98033333,2.90E+04,3.97E+04,3.11E+04,3.07E+04,3.09E+04,4.03E+04
2.98494444,2.90E+04,3.97E+04,3.11E+04,3.07E+04,3.08E+04,4.03E+04
2.98955556,2.90E+04,3.97E+04,3.11E+04,3.07E+04,3.08E+04,4.03E+04
2.99416667,2.91E+04,3.97E+04,3.11E+04,3.07E+04,3.08E+04,4.03E+04
2.99877778,2.91E+04,3.97E+04,3.11E+04,3.07E+04,3.08E+04,4.03E+04
3.00338889,2.91E+04,3.97E+04,3.11E+04,3.07E+04,3.08E+04,4.03E+04
3.008,2.91E+04,3.97E+04,3.11E+04,3.07E+04,3.08E+04,4.03E+04
3.01261111,2.91E+04,3.97E+04,3.10E+04,3.07E+04,3.08E+04,4.03E+04
3.01722222,2.91E+04,3.97E+04,3.10E+04,3.07E+04,3.08E+04,4.03E+04
3.02183333,2.92E+04,3.97E+04,3.10E+04,3.07E+04,3.08E+04,4.03E+04
3.02644444,2.92E+04,3.97E+04,3.10E+04,3.07E+04,3.08E+04,4.02E+04
3.03105556,2.92E+04,3.97E+04,3.10E+04,3.07E+04,3.08E+04,4.02E+04
3.03566667,2.92E+04,3.97E+04,3.10E+04,3.07E+04,3.08E+04,4.02E+04
3.04027778,2.92E+04,3.97E+04,3.10E+04,3.07E+04,3.08E+04,4.02E+04
3.04488889,2.92E+04,3.97E+04,3.10E+04,3.07E+04,3.08E+04,4.02E+04
3.0495,2.92E+04,3.97E+04,3.10E+04,3.07E+04,3.07E+04,4.02E+04
3.05411111,2.93E+04,3.97E+04,3.10E+04,3.07E+04,3.07E+04,4.02E+04
3.05872222,2.93E+04,3.97E+04,3.10E+04,3.07E+04,3.07E+04,4.02E+04
3.06333333,2.93E+04,3.97E+04,3.10E+04,3.07E+04,3.07E+04,4.02E+04
3.06794444,2.93E+04,3.97E+04,3.10E+04,3.07E+04,3.07E+04,4.02E+04
3.07255556,2.93E+04,3.97E+04,3.10E+04,3.07E+04,3.07E+04,4.02E+04
3.07716667,2.93E+04,3.97E+04,3.10E+04,3.07E+04,3.07E+04,4.02E+04
3.08177778,2.93E+04,3.98E+04,3.10E+04,3.07E+04,3.07E+04,4.02E+04
3.08638889,2.94E+04,3.98E+04,3.10E+04,3.07E+04,3.07E+04,4.02E+04
3.091,2.94E+04,3.98E+04,3.10E+04,3.07E+04,3.07E+04,4.02E+04
3.09561111,2.94E+04,3.98E+04,3.10E+04,3.07E+04,3.07E+04,4.02E+04
3.10022222,2.94E+04,3.98E+04,3.10E+04,3.07E+04,3.07E+04,4.02E+04
3.10483333,2.94E+04,3.98E+04,3.10E+04,3.07E+04,3.07E+04,4.02E+04
3.10944444,2.94E+04,3.98E+04,3.09E+04,3.07E+04,3.07E+04,4.02E+04
3.11405556,2.94E+04,3.98E+04,3.09E+04,3.07E+04,3.07E+04,4.02E+04
3.11866667,2.95E+04,3.98E+04,3.09E+04,3.07E+04,3.07E+04,4.02E+04
3.12327778,2.95E+04,3.98E+04,3.09E+04,3.07E+04,3.07E+04,4.02E+04
3.12788889,2.95E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.02E+04
3.1325,2.95E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.02E+04
3.13711111,2.95E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.02E+04
3.14172222,2.95E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.02E+04
3.14633333,2.95E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.02E+04
3.15094444,2.95E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.02E+04
3.15555556,2.95E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.02E+04
3.16016667,2.96E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.02E+04
3.16477778,2.96E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.02E+04
3.16938889,2.96E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.02E+04
3.174,2.96E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.02E+04
3.17861111,2.96E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.02E+04
3.18322222,2.96E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.01E+04
3.18783333,2.96E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.01E+04
3.19244444,2.96E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.01E+04
3.19705556,2.96E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.01E+04
3.20166667,2.97E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.01E+04
3.20627778,2.97E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.01E+04
3.21088889,2.97E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.01E+04
3.2155,2.97E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.01E+04
3.22011111,2.97E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.01E+04
3.22472222,2.97E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.01E+04
3.22933333,2.97E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.01E+04
3.23394444,2.97E+04,3.98E+04,3.09E+04,3.07E+04,3.06E+04,4.01E+04
3.23855556,2.97E+04,3.98E+04,3.09E+04,3.07E+04,3.05E+04,4.01E+04
3.24316667,2.97E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.24777778,2.98E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.25238889,2.98E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.257,2.98E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.26161111,2.98E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.26622222,2.98E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.27083333,2.98E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.27544444,2.98E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.28005556,2.98E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.28466667,2.98E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.28927778,2.98E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.29388889,2.98E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.2985,2.99E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.30311111,2.99E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.30772222,2.99E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.31233333,2.99E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.31694444,2.99E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.32155556,2.99E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.32616667,2.99E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.33077778,2.99E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.33538889,2.99E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.34,2.99E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.34461111,2.99E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.34922222,2.99E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.35383333,2.99E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.35844444,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.36305556,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.36766667,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.37227778,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.37688889,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.3815,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.38611111,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.39072222,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.39533333,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.39994444,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.40455556,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.05E+04,4.01E+04
3.40916667,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.04E+04,4.01E+04
3.41377778,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.04E+04,4.00E+04
3.41838889,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.04E+04,4.00E+04
3.423,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.04E+04,4.00E+04
3.42761111,3.00E+04,3.98E+04,3.08E+04,3.07E+04,3.04E+04,4.00E+04
3.43222222,3.01E+04,3.98E+04,3.08E+04,3.07E+04,3.04E+04,4.00E+04
3.43683333,3.01E+04,3.98E+04,3.08E+04,3.07E+04,3.04E+04,4.00E+04
3.44144444,3.01E+04,3.98E+04,3.08E+04,3.07E+04,3.04E+04,4.00E+04
3.44605556,3.01E+04,3.98E+04,3.08E+04,3.07E+04,3.04E+04,4.00E+04
3.45066667,3.01E+04,3.98E+04,3.08E+04,3.07E+04,3.04E+04,4.00E+04
3.45527778,3.01E+04,3.98E+04,3.08E+04,3.07E+04,3.04E+04,4.00E+04
3.45988889,3.01E+04,3.98E+04,3.08E+04,3.07E+04,3.04E+04,4.00E+04
3.4645,3.01E+04,3.98E+04,3.08E+04,3.07E+04,3.04E+04,4.00E+04
3.46911111,3.01E+04,3.98E+04,3.08E+04,3.07E+04,3.04E+04,4.00E+04
3.47372222,3.01E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.47833333,3.01E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.48294444,3.01E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.48755556,3.01E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.49216667,3.01E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.49677778,3.01E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.50138889,3.01E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.506,3.01E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.51061111,3.01E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.51522222,3.01E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.51983333,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.52444444,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.52905556,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
