r,1,2,3,4,5,6
3.53366667,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.53827778,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.54288889,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.5475,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.55211111,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.55672222,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.56133333,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.56594444,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.57055556,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.57516667,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.57977778,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.58438889,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.589,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.59361111,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.59822222,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.60283333,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.60744444,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.61205556,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.61666667,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.62127778,3.02E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.62588889,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.6305,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.63511111,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.63972222,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.64433333,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.64894444,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.65355556,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.65816667,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.66277778,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.66738889,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.672,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.67661111,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.68122222,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.68583333,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.69044444,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.69505556,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.69966667,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.70427778,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.70888889,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.7135,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.71811111,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.72272222,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.72733333,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.73194444,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.73655556,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.74116667,3.03E+04,3.98E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.74577778,3.03E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.75038889,3.03E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.755,3.03E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.75961111,3.03E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.76422222,3.03E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.76883333,3.03E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.77344444,3.03E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.77805556,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.78266667,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.78727778,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.79188889,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.7965,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.80111111,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.80572222,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.81033333,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.81494444,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.81955556,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.82416667,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.82877778,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.83338889,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.838,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.84261111,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.84722222,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.85183333,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.85644444,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.86105556,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.86566667,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,4.00E+04
3.87027778,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,3.99E+04
3.87488889,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,3.99E+04
3.8795,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.04E+04,3.99E+04
3.88411111,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.88872222,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.89333333,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.89794444,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.90255556,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.90716667,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.91177778,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.91638889,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.921,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.92561111,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.93022222,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.93483333,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.93944444,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.94405556,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.94866667,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.95327778,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.95788889,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.9625,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.96711111,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.97172222,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.97633333,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.98094444,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.98555556,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.99016667,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.99477778,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
3.99938889,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.004,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.00861111,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.01322222,3.04E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.01783333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.02244444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.02705556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.03166667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.03627778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.04088889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.0455,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.05011111,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.05472222,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.05933333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.06394444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.06855556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.07316667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.07777778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.08238889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.087,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.09161111,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.09622222,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.10083333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.10544444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.11005556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.11466667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.11927778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.12388889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.1285,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.13311111,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.13772222,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.14233333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.14694444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.15155556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.15616667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.16077778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.16538889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.17,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.17461111,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.17922222,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.18383333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.18844444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.19305556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.19766667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.20227778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.20688889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.2115,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.21611111,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.22072222,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.22533333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.22994444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.23455556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.23916667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.24377778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.24838889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.253,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.25761111,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.26222222,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.26683333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.27144444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.27605556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.28066667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.28527778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.28988889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.2945,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.29911111,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.30372222,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.30833333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.31294444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.31755556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.32216667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.32677778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.33138889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.336,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.34061111,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.34522222,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.34983333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.35444444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.35905556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.36366667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.36827778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.37288889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.3775,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.38211111,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.38672222,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.39133333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.39594444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.40055556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.40516667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.40977778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.41438889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.419,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.42361111,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.42822222,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.43283333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.43744444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.44205556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.44666667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.45127778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.45588889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.4605,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.46511111,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.46972222,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.47433333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.47894444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.48355556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.48816667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.49277778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.49738889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.502,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.50661111,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.51122222,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.51583333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.52044444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.52505556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.52966667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.53427778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.53888889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.5435,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.54811111,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.55272222,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.55733333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.56194444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.56655556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.57116667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.57577778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.58038889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.585,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.58961111,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.59422222,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.59883333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.60344444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.60805556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.61266667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.61727778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.62188889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.6265,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.63111111,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.63572222,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.64033333,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.64494444,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.64955556,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.65416667,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.65877778,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.66338889,3.05E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.668,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.67261111,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.67722222,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.68183333,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.68644444,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.69105556,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.69566667,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.70027778,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.70488889,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.7095,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.71411111,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.71872222,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.72333333,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.72794444,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.73255556,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.73716667,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.74177778,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.74638889,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.751,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.75561111,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.76022222,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.76483333,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.76944444,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.77405556,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.77866667,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.78327778,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.78788889,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.7925,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.79711111,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.80172222,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.80633333,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.81094444,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.81555556,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.82016667,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.82477778,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.82938889,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.834,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.83861111,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.84322222,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.84783333,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.85244444,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.85705556,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.86166667,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.86627778,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.87088889,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
4.8755,3.06E+04,3.99E+04,3.07E+04,3.07E+04,3.03E+04,3.99E+04
