r,1,2,3,4,5,
1.74275428,9.10E+03,1.26E+05,1.26E+05,1.32E+05,1.37E+05,
1.74316932,9.11E+03,1.26E+05,1.26E+05,1.32E+05,1.37E+05,
1.74358436,9.13E+03,1.26E+05,1.26E+05,1.32E+05,1.37E+05,
1.7439994,9.14E+03,1.26E+05,1.26E+05,1.32E+05,1.37E+05,
1.74441444,9.15E+03,1.26E+05,1.26E+05,1.32E+05,1.37E+05,
1.74482948,9.16E+03,1.26E+05,1.26E+05,1.32E+05,1.37E+05,
1.74524452,9.18E+03,1.26E+05,1.26E+05,1.32E+05,1.37E+05,
1.74565957,9.19E+03,1.26E+05,1.26E+05,1.32E+05,1.37E+05,
1.74607461,9.20E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.74648965,9.22E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.74690469,9.23E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.74731973,9.24E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.74773477,9.26E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.74814981,9.27E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.74856486,9.28E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.7489799,9.29E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.74939494,9.31E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.74980998,9.32E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75022502,9.33E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75064006,9.35E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75105511,9.36E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75147015,9.37E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75188519,9.39E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75230023,9.40E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75271527,9.41E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75313031,9.43E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75354535,9.44E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.7539604,9.45E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75437544,9.46E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75479048,9.48E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75520552,9.49E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75562056,9.50E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.7560356,9.52E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75645065,9.53E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75686569,9.54E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75728073,9.56E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75769577,9.57E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75811081,9.58E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75852585,9.59E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75894089,9.61E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75935594,9.62E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.75977098,9.63E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76018602,9.65E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76060106,9.66E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.7610161,9.67E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76143114,9.69E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76184618,9.70E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76226123,9.71E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76267627,9.73E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76309131,9.74E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76350635,9.75E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76392139,9.76E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76433643,9.78E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76475148,9.79E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76516652,9.80E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76558156,9.82E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.7659966,9.83E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76641164,9.84E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76682668,9.86E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76724172,9.87E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76765677,9.88E+03,1.26E+05,1.26E+05,1.31E+05,1.37E+05,
1.76807181,9.89E+03,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.76848685,9.91E+03,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.76890189,9.92E+03,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.76931693,9.93E+03,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.76973197,9.95E+03,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77014701,9.96E+03,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77056206,9.97E+03,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.7709771,9.99E+03,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77139214,1.00E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77180718,1.00E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77222222,1.00E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77263726,1.00E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77305231,1.01E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77346735,1.01E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77388239,1.01E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77429743,1.01E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77471247,1.01E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77512751,1.01E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77554255,1.01E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.7759576,1.01E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77637264,1.02E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77678768,1.02E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77720272,1.02E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77761776,1.02E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.7780328,1.02E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77844784,1.02E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77886289,1.02E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77927793,1.02E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.77969297,1.03E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78010801,1.03E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78052305,1.03E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78093809,1.03E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78135314,1.03E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78176818,1.03E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78218322,1.03E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78259826,1.03E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.7830133,1.04E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78342834,1.04E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78384338,1.04E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78425843,1.04E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78467347,1.04E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78508851,1.04E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78550355,1.04E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78591859,1.05E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78633363,1.05E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78674867,1.05E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78716372,1.05E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78757876,1.05E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.7879938,1.05E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78840884,1.05E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78882388,1.05E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78923892,1.06E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.78965397,1.06E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.79006901,1.06E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.79048405,1.06E+04,1.26E+05,1.26E+05,1.31E+05,1.36E+05,
1.79089909,1.06E+04,1.26E+05,1.25E+05,1.31E+05,1.36E+05,
1.79131413,1.06E+04,1.26E+05,1.25E+05,1.31E+05,1.36E+05,
1.79172917,1.06E+04,1.26E+05,1.25E+05,1.31E+05,1.36E+05,
1.79214421,1.06E+04,1.26E+05,1.25E+05,1.31E+05,1.36E+05,
1.79255926,1.07E+04,1.26E+05,1.25E+05,1.31E+05,1.36E+05,
1.7929743,1.07E+04,1.26E+05,1.25E+05,1.31E+05,1.36E+05,
1.79338934,1.07E+04,1.26E+05,1.25E+05,1.31E+05,1.36E+05,
1.79380438,1.07E+04,1.26E+05,1.25E+05,1.31E+05,1.36E+05,
1.79421942,1.07E+04,1.26E+05,1.25E+05,1.31E+05,1.36E+05,
1.79463446,1.07E+04,1.26E+05,1.25E+05,1.31E+05,1.36E+05,
1.7950495,1.07E+04,1.26E+05,1.25E+05,1.30E+05,1.36E+05,
1.79546455,1.08E+04,1.26E+05,1.25E+05,1.30E+05,1.36E+05,
1.79587959,1.08E+04,1.26E+05,1.25E+05,1.30E+05,1.36E+05,
1.79629463,1.08E+04,1.26E+05,1.25E+05,1.30E+05,1.36E+05,
1.79670967,1.08E+04,1.26E+05,1.25E+05,1.30E+05,1.35E+05,
1.79712471,1.08E+04,1.26E+05,1.25E+05,1.30E+05,1.35E+05,
1.79753975,1.08E+04,1.26E+05,1.25E+05,1.30E+05,1.35E+05,
1.7979548,1.08E+04,1.26E+05,1.25E+05,1.30E+05,1.35E+05,
1.79836984,1.08E+04,1.26E+05,1.25E+05,1.30E+05,1.35E+05,
1.79878488,1.09E+04,1.26E+05,1.25E+05,1.30E+05,1.35E+05,
1.79919992,1.09E+04,1.26E+05,1.25E+05,1.30E+05,1.35E+05,
1.79961496,1.09E+04,1.26E+05,1.25E+05,1.30E+05,1.35E+05,
1.80003,1.09E+04,1.26E+05,1.25E+05,1.30E+05,1.35E+05,
1.80044504,1.09E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80086009,1.09E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80127513,1.09E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80169017,1.09E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80210521,1.10E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80252025,1.10E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80293529,1.10E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80335034,1.10E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80376538,1.10E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80418042,1.10E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80459546,1.10E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.8050105,1.11E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80542554,1.11E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80584058,1.11E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80625563,1.11E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80667067,1.11E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80708571,1.11E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80750075,1.11E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80791579,1.11E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80833083,1.12E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80874587,1.12E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80916092,1.12E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.80957596,1.12E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.809991,1.12E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81040604,1.12E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81082108,1.12E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81123612,1.12E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81165117,1.13E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81206621,1.13E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81248125,1.13E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81289629,1.13E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81331133,1.13E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81372637,1.13E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81414141,1.13E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81455646,1.13E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.8149715,1.14E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81538654,1.14E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81580158,1.14E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81621662,1.14E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81663166,1.14E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.8170467,1.14E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81746175,1.14E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81787679,1.15E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81829183,1.15E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81870687,1.15E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81912191,1.15E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.81953695,1.15E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.819952,1.15E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.82036704,1.15E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.82078208,1.15E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.82119712,1.16E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.82161216,1.16E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.8220272,1.16E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.82244224,1.16E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.82285729,1.16E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.82327233,1.16E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.82368737,1.16E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.82410241,1.16E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.82451745,1.17E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.82493249,1.17E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.82534753,1.17E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.82576258,1.17E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.82617762,1.17E+04,1.27E+05,1.25E+05,1.30E+05,1.35E+05,
1.82659266,1.17E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.8270077,1.17E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.82742274,1.17E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.82783778,1.18E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.82825283,1.18E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.82866787,1.18E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.82908291,1.18E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.82949795,1.18E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.82991299,1.18E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83032803,1.18E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83074307,1.18E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83115812,1.19E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83157316,1.19E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.8319882,1.19E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83240324,1.19E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83281828,1.19E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83323332,1.19E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83364836,1.19E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83406341,1.20E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83447845,1.20E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83489349,1.20E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83530853,1.20E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83572357,1.20E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83613861,1.20E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83655366,1.20E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.8369687,1.20E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83738374,1.21E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83779878,1.21E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83821382,1.21E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83862886,1.21E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.8390439,1.21E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83945895,1.21E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.83987399,1.21E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84028903,1.21E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84070407,1.22E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84111911,1.22E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84153415,1.22E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84194919,1.22E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84236424,1.22E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84277928,1.22E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84319432,1.22E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84360936,1.22E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.8440244,1.23E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84443944,1.23E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84485449,1.23E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84526953,1.23E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84568457,1.23E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84609961,1.23E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84651465,1.23E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84692969,1.23E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84734473,1.24E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84775978,1.24E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84817482,1.24E+04,1.27E+05,1.25E+05,1.30E+05,1.34E+05,
1.84858986,1.24E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.8490049,1.24E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.84941994,1.24E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.84983498,1.24E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85025003,1.24E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85066507,1.25E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85108011,1.25E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85149515,1.25E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85191019,1.25E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85232523,1.25E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85274027,1.25E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85315532,1.25E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85357036,1.26E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.8539854,1.26E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85440044,1.26E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85481548,1.26E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85523052,1.26E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85564556,1.26E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85606061,1.26E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85647565,1.26E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85689069,1.27E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85730573,1.27E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85772077,1.27E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85813581,1.27E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.85855086,1.27E+04,1.27E+05,1.25E+05,1.29E+05,1.34E+05,
1.8589659,1.27E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.85938094,1.27E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.85979598,1.27E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86021102,1.28E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86062606,1.28E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.8610411,1.28E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86145615,1.28E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86187119,1.28E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86228623,1.28E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86270127,1.28E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86311631,1.28E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86353135,1.29E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86394639,1.29E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86436144,1.29E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86477648,1.29E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86519152,1.29E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86560656,1.29E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.8660216,1.29E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86643664,1.29E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86685169,1.30E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86726673,1.30E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86768177,1.30E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86809681,1.30E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86851185,1.30E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86892689,1.30E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86934193,1.30E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.86975698,1.30E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87017202,1.31E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87058706,1.31E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.8710021,1.31E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87141714,1.31E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87183218,1.31E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87224722,1.31E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87266227,1.31E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87307731,1.31E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87349235,1.32E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87390739,1.32E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87432243,1.32E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87473747,1.32E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87515252,1.32E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87556756,1.32E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.8759826,1.32E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87639764,1.32E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87681268,1.33E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87722772,1.33E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87764276,1.33E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87805781,1.33E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87847285,1.33E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87888789,1.33E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87930293,1.33E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.87971797,1.33E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.88013301,1.34E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
1.88054805,1.34E+04,1.27E+05,1.25E+05,1.29E+05,1.33E+05,
