r,1,2,3,4,5,
2.54212421,2.69E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54253925,2.69E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.5429543,2.69E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54336934,2.69E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54378438,2.69E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54419942,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54461446,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.5450295,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54544454,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54585959,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54627463,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54668967,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54710471,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54751975,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54793479,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54834983,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54876488,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54917992,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.54959496,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55001,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55042504,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55084008,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55125513,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55167017,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55208521,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55250025,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55291529,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55333033,2.70E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55374537,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55416042,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55457546,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.5549905,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55540554,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55582058,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55623562,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55665067,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55706571,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55748075,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55789579,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55831083,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55872587,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55914091,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.55955596,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.559971,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56038604,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56080108,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56121612,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56163116,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.5620462,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56246125,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56287629,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56329133,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56370637,2.71E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56412141,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56453645,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.5649515,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56536654,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56578158,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56619662,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56661166,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.5670267,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56744174,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56785679,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56827183,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56868687,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56910191,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56951695,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.56993199,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57034703,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57076208,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57117712,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57159216,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.5720072,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57242224,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57283728,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57325233,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57366737,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57408241,2.72E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57449745,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57491249,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57532753,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57574257,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57615762,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57657266,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.5769877,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57740274,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57781778,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57823282,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57864786,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57906291,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57947795,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.57989299,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58030803,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58072307,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58113811,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58155316,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.5819682,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58238324,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58279828,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58321332,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58362836,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.5840434,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58445845,2.73E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58487349,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58528853,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58570357,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58611861,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58653365,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58694869,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58736374,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58777878,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58819382,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58860886,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.5890239,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58943894,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.58985399,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59026903,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59068407,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59109911,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59151415,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59192919,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59234423,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59275928,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59317432,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59358936,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.5940044,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59441944,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59483448,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59524952,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59566457,2.74E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59607961,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59649465,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59690969,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59732473,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59773977,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59815482,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59856986,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.5989849,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59939994,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.59981498,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60023002,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60064506,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60106011,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60147515,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60189019,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60230523,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60272027,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60313531,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60355036,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.6039654,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60438044,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60479548,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60521052,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60562556,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.6060406,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60645565,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60687069,2.75E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60728573,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60770077,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60811581,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60853085,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60894589,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60936094,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.60977598,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61019102,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61060606,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.6110211,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61143614,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61185119,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61226623,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61268127,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61309631,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61351135,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61392639,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61434143,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61475648,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61517152,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61558656,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.6160016,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61641664,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61683168,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61724672,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61766177,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61807681,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61849185,2.76E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61890689,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61932193,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.61973697,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62015202,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62056706,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.6209821,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62139714,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62181218,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62222722,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62264226,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62305731,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62347235,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62388739,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62430243,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62471747,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62513251,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62554755,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.6259626,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62637764,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62679268,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62720772,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62762276,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.6280378,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62845285,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62886789,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62928293,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.62969797,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63011301,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63052805,2.77E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63094309,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63135814,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63177318,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63218822,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63260326,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.6330183,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63343334,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63384838,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63426343,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63467847,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63509351,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63550855,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63592359,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63633863,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63675368,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63716872,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63758376,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.6379988,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63841384,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63882888,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63924392,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.63965897,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64007401,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64048905,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64090409,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64131913,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64173417,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64214921,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64256426,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.6429793,2.78E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64339434,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64380938,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64422442,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64463946,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64505451,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64546955,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64588459,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64629963,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64671467,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64712971,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64754475,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.6479598,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64837484,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64878988,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64920492,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.64961996,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.650035,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65045005,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65086509,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65128013,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65169517,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65211021,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65252525,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65294029,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65335534,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65377038,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65418542,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65460046,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.6550155,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65543054,2.79E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65584558,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65626063,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65667567,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65709071,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65750575,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65792079,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65833583,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65875088,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65916592,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.65958096,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.659996,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66041104,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66082608,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66124112,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66165617,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66207121,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66248625,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66290129,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66331633,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66373137,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66414641,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66456146,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.6649765,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66539154,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66580658,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66622162,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66663666,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66705171,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66746675,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66788179,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66829683,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66871187,2.80E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66912691,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.66954195,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.669957,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67037204,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67078708,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67120212,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67161716,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.6720322,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67244724,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67286229,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67327733,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67369237,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67410741,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67452245,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67493749,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67535254,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67576758,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67618262,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67659766,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.6770127,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67742774,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67784278,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67825783,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67867287,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67908791,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67950295,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
2.67991799,2.81E+04,1.30E+05,1.22E+05,1.23E+05,1.23E+05,
