wavenumber,cross_sec
30068.90,4.58E-20
30069.00,9.08E-21
30069.10,1.03E-20
30069.20,6.93E-21
30069.30,3.82E-21
30069.40,4.03E-21
30069.50,4.05E-21
30069.60,4.84E-21
30069.70,8.66E-21
30069.80,8.65E-21
30069.90,7.32E-21
30070.00,7.28E-21
30070.10,5.85E-21
30070.20,7.68E-21
30070.30,9.24E-21
30070.40,7.95E-21
30070.50,4.72E-21
30070.60,3.60E-21
30070.70,6.00E-21
30070.80,9.17E-21
30070.90,1.15E-20
30071.00,1.11E-20
30071.10,1.16E-20
30071.20,8.66E-21
30071.30,3.82E-21
30071.40,4.79E-21
30071.50,9.12E-21
30071.60,9.36E-21
30071.70,7.52E-21
30071.80,9.27E-21
30071.90,1.25E-20
30072.00,9.01E-21
30072.10,4.41E-21
30072.20,3.35E-21
30072.30,4.04E-21
30072.40,5.16E-21
30072.50,7.26E-21
30072.60,8.40E-21
30072.70,6.00E-21
30072.80,6.29E-21
30072.90,8.35E-21
30073.00,7.52E-21
30073.10,4.54E-21
30073.20,2.74E-21
30073.30,4.85E-21
30073.40,7.22E-21
30073.50,5.96E-21
30073.60,4.91E-21
30073.70,5.45E-21
30073.80,3.89E-21
30073.90,2.04E-21
30074.00,4.23E-21
30074.10,8.23E-21
30074.20,8.60E-21
30074.30,7.98E-21
30074.40,8.04E-21
30074.50,9.76E-21
30074.60,1.02E-20
30074.70,8.19E-21
30074.80,7.77E-21
30074.90,9.22E-21
30075.00,9.46E-21
30075.10,7.70E-21
30075.20,5.30E-21
30075.30,2.87E-21
30075.40,2.08E-21
30075.50,2.97E-21
30075.60,4.62E-21
30075.70,3.46E-21
30075.80,2.89E-21
30075.90,7.63E-21
30076.00,1.01E-20
30076.10,6.89E-21
30076.20,8.90E-21
30076.30,1.40E-20
30076.40,1.27E-20
30076.50,6.98E-21
30076.60,5.41E-21
30076.70,7.63E-21
30076.80,7.36E-21
30076.90,3.87E-21
30077.00,2.55E-21
30077.10,2.64E-21
30077.20,2.86E-21
30077.30,4.57E-21
30077.40,3.98E-21
30077.50,1.80E-21
30077.60,1.78E-21
30077.70,4.05E-21
30077.80,5.88E-21
30077.90,6.10E-21
30078.00,5.70E-21
30078.10,5.71E-21
30078.20,6.36E-21
30078.30,4.37E-21
30078.40,1.69E-21
30078.50,2.78E-21
30078.60,5.81E-21
30078.70,5.54E-21
30078.80,5.66E-21
30078.90,8.84E-21
30079.00,1.13E-20
30079.10,9.87E-21
30079.20,6.55E-21
30079.30,3.83E-21
30079.40,2.90E-21
30079.50,2.06E-21
30079.60,1.18E-21
30079.70,5.07E-22
30079.80,3.62E-22
30079.90,8.66E-22
30080.00,2.68E-21
30080.10,4.59E-21
30080.20,4.82E-21
30080.30,6.40E-21
30080.40,8.03E-21
30080.50,6.01E-21
30080.60,5.13E-21
30080.70,4.81E-21
30080.80,2.41E-21
30080.90,1.20E-21
30081.00,1.11E-21
30081.10,1.73E-21
30081.20,4.17E-20
30081.30,1.09E-18
30081.40,8.18E-18
30081.50,1.76E-17
30081.60,1.10E-17
30081.70,1.99E-18
30081.80,1.03E-19
30081.90,3.53E-21
30082.00,1.82E-21
30082.10,2.05E-21
30082.20,3.33E-21
30082.30,3.75E-21
30082.40,5.08E-21
30082.50,6.64E-21
30082.60,5.21E-21
30082.70,4.46E-21
30082.80,6.49E-21
30082.90,6.04E-21
30083.00,3.70E-21
30083.10,2.22E-21
30083.20,1.78E-21
30083.30,3.06E-21
30083.40,4.97E-21
30083.50,4.08E-21
30083.60,2.66E-21
30083.70,2.91E-21
30083.80,3.74E-21
30083.90,3.76E-21
30084.00,2.15E-21
30084.10,2.91E-21
30084.20,3.97E-21
30084.30,2.61E-21
30084.40,2.07E-21
30084.50,4.05E-21
30084.60,4.59E-21
30084.70,3.90E-21
30084.80,4.19E-21
30084.90,4.94E-21
30085.00,5.58E-21
30085.10,3.67E-21
30085.20,2.39E-21
30085.30,2.29E-21
30085.40,3.53E-21
30085.50,5.59E-21
30085.60,5.48E-21
30085.70,5.90E-20
30085.80,1.12E-18
30085.90,6.30E-18
30086.00,1.02E-17
30086.10,4.79E-18
30086.20,6.47E-19
30086.30,2.72E-20
30086.40,4.48E-21
30086.50,4.41E-21
30086.60,4.83E-21
30086.70,3.56E-21
30086.80,1.61E-21
30086.90,9.35E-22
30087.00,7.71E-22
30087.10,9.06E-22
30087.20,1.13E-21
30087.30,1.62E-21
30087.40,2.80E-21
30087.50,2.55E-21
30087.60,2.02E-21
30087.70,3.09E-21
30087.80,3.24E-21
30087.90,2.16E-21
30088.00,2.17E-21
30088.10,2.27E-21
30088.20,2.68E-21
30088.30,3.94E-21
30088.40,3.33E-21
30088.50,3.13E-21
30088.60,2.71E-21
30088.70,1.35E-21
30088.80,1.02E-21
30088.90,1.55E-21
30089.00,2.77E-21
30089.10,2.92E-21
30089.20,2.29E-21
30089.30,2.04E-21
30089.40,2.76E-21
30089.50,2.57E-21
30089.60,1.50E-21
30089.70,9.27E-22
30089.80,1.04E-21
30089.90,1.80E-21
30090.00,2.49E-21
30090.10,2.85E-21
30090.20,4.07E-21
30090.30,4.84E-21
30090.40,4.46E-21
30090.50,5.48E-21
30090.60,4.16E-21
30090.70,1.62E-21
30090.80,3.83E-21
30090.90,2.82E-20
30091.00,8.15E-20
30091.10,7.85E-20
30091.20,2.47E-20
30091.30,3.58E-21
30091.40,1.70E-21
30091.50,1.47E-21
30091.60,2.33E-21
30091.70,6.92E-21
30091.80,9.87E-21
30091.90,7.94E-21
30092.00,7.17E-21
30092.10,5.59E-21
30092.20,3.14E-21
30092.30,1.97E-21
30092.40,1.95E-21
30092.50,3.43E-21
30092.60,3.21E-21
30092.70,1.18E-21
30092.80,7.83E-22
30092.90,2.14E-21
30093.00,4.35E-21
30093.10,4.01E-21
30093.20,1.65E-21
30093.30,1.13E-21
30093.40,2.91E-21
30093.50,5.13E-21
30093.60,3.68E-21
30093.70,1.61E-21
30093.80,3.30E-21
30093.90,6.97E-21
30094.00,6.39E-21
30094.10,3.99E-21
30094.20,3.85E-21
30094.30,3.99E-21
30094.40,3.42E-21
30094.50,2.05E-21
30094.60,1.68E-21
30094.70,2.59E-21
30094.80,3.39E-21
30094.90,4.02E-21
30095.00,5.85E-21
30095.10,6.84E-21
30095.20,5.45E-21
30095.30,3.62E-21
30095.40,4.32E-21
30095.50,4.57E-21
30095.60,3.47E-21
30095.70,5.69E-21
30095.80,8.88E-21
30095.90,6.71E-21
30096.00,2.68E-21
30096.10,2.32E-21
30096.20,4.12E-21
30096.30,5.05E-21
30096.40,5.72E-21
30096.50,5.72E-21
30096.60,4.32E-21
30096.70,3.29E-21
30096.80,4.56E-21
30096.90,6.84E-21
30097.00,6.91E-21
30097.10,6.04E-21
30097.20,1.07E-20
30097.30,1.28E-20
30097.40,7.18E-21
30097.50,5.72E-21
30097.60,7.29E-21
30097.70,4.70E-21
30097.80,2.00E-21
30097.90,1.45E-21
30098.00,1.99E-21
30098.10,2.79E-21
30098.20,2.80E-21
30098.30,3.63E-21
30098.40,3.76E-21
30098.50,2.99E-21
30098.60,4.16E-21
30098.70,6.61E-21
30098.80,1.02E-20
30098.90,1.04E-20
30099.00,1.04E-20
30099.10,1.04E-20
30099.20,8.69E-21
30099.30,7.87E-21
30099.40,6.72E-21
30099.50,4.82E-21
30099.60,4.91E-21
30099.70,6.28E-21
30099.80,4.47E-21
30099.90,2.50E-21
30100.00,1.45E-21
30100.10,1.62E-21
30100.20,4.46E-21
30100.30,7.50E-21
30100.40,6.73E-21
30100.50,4.73E-21
30100.60,4.71E-21
30100.70,6.09E-21
30100.80,5.27E-21
30100.90,3.20E-21
30101.00,2.64E-21
30101.10,2.23E-21
30101.20,1.89E-21
30101.30,2.18E-21
30101.40,2.94E-21
30101.50,2.60E-21
30101.60,1.91E-21
30101.70,2.34E-21
30101.80,4.69E-21
30101.90,7.10E-21
30102.00,6.44E-21
30102.10,3.58E-21
30102.20,1.67E-21
30102.30,2.72E-21
30102.40,4.67E-21
30102.50,4.10E-21
30102.60,1.87E-21
30102.70,1.58E-21
30102.80,4.31E-21
30102.90,6.03E-21
30103.00,4.63E-21
30103.10,4.58E-21
30103.20,4.13E-21
30103.30,3.45E-21
30103.40,3.22E-21
30103.50,4.84E-21
30103.60,8.24E-21
30103.70,8.20E-21
30103.80,7.38E-21
30103.90,5.34E-21
30104.00,5.60E-21
30104.10,5.83E-21
30104.20,4.79E-21
30104.30,3.94E-21
30104.40,3.64E-21
30104.50,3.87E-21
30104.60,3.33E-21
30104.70,2.44E-21
30104.80,3.27E-21
30104.90,4.27E-21
30105.00,6.10E-21
30105.10,1.22E-19
30105.20,1.82E-18
30105.30,7.80E-18
30105.40,9.66E-18
30105.50,3.48E-18
30105.60,3.60E-19
30105.70,1.31E-20
30105.80,4.22E-21
30105.90,7.01E-21
30106.00,8.24E-21
30106.10,4.34E-21
30106.20,2.69E-21
30106.30,3.75E-21
30106.40,3.78E-21
30106.50,4.41E-21
30106.60,3.67E-21
30106.70,2.25E-21
30106.80,4.95E-21
30106.90,7.18E-21
30107.00,4.73E-21
30107.10,3.54E-20
30107.20,7.83E-19
30107.30,5.19E-18
30107.40,9.92E-18
30107.50,5.51E-18
30107.60,8.82E-19
30107.70,4.27E-20
30107.80,3.51E-21
30107.90,2.42E-21
30108.00,2.41E-21
30108.10,2.38E-21
30108.20,3.78E-21
30108.30,6.95E-21
30108.40,8.29E-21
30108.50,8.76E-21
30108.60,7.44E-21
30108.70,3.75E-21
30108.80,1.66E-21
30108.90,1.27E-21
30109.00,2.00E-21
30109.10,4.36E-21
30109.20,5.47E-21
30109.30,4.31E-21
30109.40,2.58E-21
30109.50,2.05E-21
30109.60,3.86E-21
30109.70,4.72E-21
30109.80,5.04E-21
30109.90,4.95E-21
30110.00,3.78E-21
30110.10,3.15E-21
30110.20,2.75E-21
30110.30,3.06E-21
30110.40,3.72E-21
30110.50,3.63E-21
30110.60,5.18E-21
30110.70,7.57E-21
30110.80,8.89E-21
30110.90,8.35E-21
30111.00,5.41E-21
30111.10,3.46E-21
30111.20,4.18E-21
30111.30,1.77E-20
30111.40,1.97E-19
30111.50,8.69E-19
30111.60,1.13E-18
30111.70,4.33E-19
30111.80,5.22E-20
30111.90,5.10E-21
30112.00,1.94E-21
30112.10,3.33E-21
30112.20,2.05E-20
30112.30,1.02E-19
30112.40,1.76E-19
30112.50,9.36E-20
30112.60,1.84E-20
30112.70,6.36E-21
30112.80,6.13E-21
30112.90,5.78E-21
30113.00,6.84E-21
30113.10,7.27E-21
30113.20,6.29E-21
30113.30,5.15E-21
30113.40,4.15E-21
30113.50,3.25E-21
30113.60,3.15E-21
30113.70,5.99E-21
30113.80,3.57E-20
30113.90,1.10E-19
30114.00,1.08E-19
30114.10,3.88E-20
30114.20,9.79E-21
30114.30,7.27E-21
30114.40,8.83E-21
30114.50,9.40E-21
30114.60,8.84E-21
30114.70,7.17E-21
30114.80,5.18E-21
30114.90,2.44E-21
30115.00,2.38E-21
30115.10,3.97E-21
30115.20,2.77E-21
30115.30,1.20E-21
30115.40,1.20E-21
30115.50,2.57E-21
30115.60,4.14E-21
30115.70,4.80E-21
30115.80,6.12E-21
30115.90,7.17E-21
30116.00,5.60E-21
30116.10,3.65E-21
