r,1,2,3
3.71811,30315.8096,39848.9604,39973.9264
3.72272,30318.7166,39849.1558,39973.0905
3.72733,30321.591,39849.348,39972.2618
3.73194,30324.4331,39849.5372,39971.4403
3.73656,30327.2434,39849.7234,39970.6258
3.74117,30330.0221,39849.9065,39969.8183
3.74578,30332.7697,39850.0868,39969.0178
3.75039,30335.4865,39850.2642,39968.2241
3.755,30338.1729,39850.4387,39967.4372
3.75961,30340.8291,39850.6105,39966.6571
3.76422,30343.4556,39850.7795,39965.8836
3.76883,30346.0526,39850.9458,39965.1168
3.77344,30348.6205,39851.1094,39964.3565
3.77806,30351.1596,39851.2704,39963.6026
3.78267,30353.6703,39851.4289,39962.8552
3.78728,30356.1528,39851.5848,39962.1141
3.79189,30358.6075,39851.7382,39961.3793
3.7965,30361.0347,39851.8891,39960.6508
3.80111,30363.4347,39852.0377,39959.9284
3.80572,30365.8078,39852.1838,39959.2121
3.81033,30368.1544,39852.3277,39958.5018
3.81494,30370.4746,39852.4692,39957.7976
3.81956,30372.7689,39852.6084,39957.0993
3.82417,30375.0374,39852.7455,39956.4069
3.82878,30377.2806,39852.8803,39955.7202
3.83339,30379.4986,39853.0129,39955.0394
3.838,30381.6918,39853.1435,39954.3642
3.84261,30383.8604,39853.2719,39953.6948
3.84722,30386.0047,39853.3983,39953.0309
3.85183,30388.125,39853.5227,39952.3725
3.85644,30390.2216,39853.645,39951.7197
3.86106,30392.2947,39853.7654,39951.0723
3.86567,30394.3446,39853.8839,39950.4303
3.87028,30396.3716,39854.0005,39949.7936
3.87489,30398.3758,39854.1152,39949.1622
3.8795,30400.3577,39854.228,39948.536
3.88411,30402.3173,39854.339,39947.9151
3.88872,30404.255,39854.4483,39947.2992
3.89333,30406.1711,39854.5558,39946.6885
3.89794,30408.0656,39854.6616,39946.0828
3.90256,30409.939,39854.7657,39945.4821
3.90717,30411.7915,39854.8681,39944.8864
3.91178,30413.6232,39854.9688,39944.2955
3.91639,30415.4344,39855.068,39943.7095
3.921,30417.2253,39855.1655,39943.1283
3.92561,30418.9962,39855.2615,39942.5519
3.93022,30420.7473,39855.3559,39941.9802
3.93483,30422.4789,39855.4489,39941.4132
3.93944,30424.191,39855.5403,39940.8508
3.94406,30425.884,39855.6302,39940.293
3.94867,30427.5581,39855.7187,39939.7398
3.95328,30429.2135,39855.8058,39939.191
3.95789,30430.8503,39855.8915,39938.6467
3.9625,30432.4689,39855.9758,39938.1069
3.96711,30434.0694,39856.0587,39937.5714
3.97172,30435.6519,39856.1404,39937.0402
3.97633,30437.2168,39856.2207,39936.5134
3.98094,30438.7642,39856.2997,39935.9908
3.98556,30440.2943,39856.3774,39935.4724
3.99017,30441.8073,39856.4539,39934.9582
3.99478,30443.3034,39856.5291,39934.4482
3.99939,30444.7828,39856.6032,39933.9422
4.004,30446.2456,39856.676,39933.4403
4.00861,30447.6921,39856.7477,39932.9425
4.01322,30449.1224,39856.8182,39932.4487
4.01783,30450.5368,39856.8876,39931.9588
4.02244,30451.9354,39856.9558,39931.4728
4.02706,30453.3183,39857.023,39930.9907
4.03167,30454.6858,39857.089,39930.5124
4.03628,30456.0381,39857.1541,39930.038
4.04089,30457.3752,39857.218,39929.5674
4.0455,30458.6974,39857.281,39929.1004
4.05011,30460.0048,39857.3429,39928.6373
4.05472,30461.2977,39857.4038,39928.1777
4.05933,30462.5761,39857.4637,39927.7219
4.06394,30463.8402,39857.5227,39927.2696
4.06856,30465.0902,39857.5807,39926.8209
4.07317,30466.3263,39857.6378,39926.3758
4.07778,30467.5486,39857.6939,39925.9341
4.08239,30468.7572,39857.7492,39925.496
4.087,30469.9524,39857.8035,39925.0613
4.09161,30471.1342,39857.857,39924.63
4.09622,30472.3028,39857.9096,39924.2021
4.10083,30473.4584,39857.9614,39923.7776
4.10544,30474.6011,39858.0123,39923.3564
4.11006,30475.7311,39858.0625,39922.9385
4.11467,30476.8485,39858.1118,39922.5239
4.11928,30477.9533,39858.1603,39922.1125
4.12389,30479.0459,39858.208,39921.7043
4.1285,30480.1263,39858.2549,39921.2993
4.13311,30481.1946,39858.3011,39920.8974
4.13772,30482.2511,39858.3466,39920.4987
4.14233,30483.2957,39858.3913,39920.1031
4.14694,30484.3287,39858.4352,39919.7105
4.15156,30485.3502,39858.4785,39919.321
4.15617,30486.3603,39858.5211,39918.9345
4.16078,30487.3591,39858.563,39918.551
4.16539,30488.3469,39858.6042,39918.1705
4.17,30489.3236,39858.6447,39917.7929
4.17461,30490.2894,39858.6846,39917.4182
4.17922,30491.2444,39858.7239,39917.0464
4.18383,30492.1889,39858.7625,39916.6775
4.18844,30493.1227,39858.8004,39916.3114
4.19306,30494.0462,39858.8378,39915.9481
4.19767,30494.9594,39858.8746,39915.5876
4.20228,30495.8625,39858.9107,39915.2298
4.20689,30496.7554,39858.9463,39914.8748
4.2115,30497.6385,39858.9813,39914.5225
4.21611,30498.5117,39859.0158,39914.1729
4.22072,30499.3751,39859.0496,39913.8259
4.22533,30500.229,39859.083,39913.4816
4.22994,30501.0733,39859.1158,39913.14
4.23456,30501.9083,39859.148,39912.8009
4.23917,30502.7339,39859.1798,39912.4644
4.24378,30503.5504,39859.211,39912.1304
4.24839,30504.3578,39859.2417,39911.799
4.253,30505.1562,39859.2719,39911.4701
4.25761,30505.9457,39859.3017,39911.1437
4.26222,30506.7264,39859.3309,39910.8197
4.26683,30507.4984,39859.3597,39910.4982
4.27144,30508.2618,39859.388,39910.1791
4.27606,30509.0168,39859.4159,39909.8624
4.28067,30509.7633,39859.4433,39909.5481
4.28528,30510.5016,39859.4702,39909.2361
4.28989,30511.2316,39859.4967,39908.9265
4.2945,30511.9535,39859.5228,39908.6192
4.29911,30512.6674,39859.5485,39908.3142
4.30372,30513.3733,39859.5737,39908.0115
4.30833,30514.0714,39859.5986,39907.7111
4.31294,30514.7617,39859.623,39907.4129
4.31756,30515.4444,39859.647,39907.1169
4.32217,30516.1195,39859.6707,39906.8231
4.32678,30516.787,39859.694,39906.5315
4.33139,30517.4471,39859.7169,39906.2421
4.336,30518.0999,39859.7394,39905.9548
4.34061,30518.7455,39859.7615,39905.6697
4.34522,30519.3838,39859.7833,39905.3867
4.34983,30520.0151,39859.8048,39905.1057
4.35444,30520.6394,39859.8258,39904.8269
4.35906,30521.2567,39859.8466,39904.5501
4.36367,30521.8671,39859.867,39904.2753
4.36828,30522.4708,39859.8871,39904.0026
4.37289,30523.0678,39859.9068,39903.7319
4.3775,30523.6581,39859.9263,39903.4631
4.38211,30524.2419,39859.9454,39903.1964
4.38672,30524.8192,39859.9642,39902.9316
4.39133,30525.3901,39859.9827,39902.6687
4.39594,30525.9546,39860.0009,39902.4078
4.40056,30526.5129,39860.0188,39902.1488
4.40517,30527.065,39860.0364,39901.8916
4.40978,30527.6109,39860.0538,39901.6364
4.41439,30528.1508,39860.0708,39901.383
4.419,30528.6847,39860.0876,39901.1314
4.42361,30529.2126,39860.1041,39900.8817
4.42822,30529.7347,39860.1203,39900.6338
4.43283,30530.251,39860.1363,39900.3877
4.43744,30530.7616,39860.152,39900.1434
4.44206,30531.2665,39860.1674,39899.9008
4.44667,30531.7658,39860.1826,39899.66
4.45128,30532.2596,39860.1976,39899.421
4.45589,30532.7479,39860.2123,39899.1837
4.4605,30533.2307,39860.2268,39898.9481
4.46511,30533.7083,39860.241,39898.7142
4.46972,30534.1805,39860.255,39898.4819
4.47433,30534.6474,39860.2688,39898.2514
4.47894,30535.1092,39860.2823,39898.0225
4.48356,30535.5659,39860.2957,39897.7952
4.48817,30536.0175,39860.3088,39897.5696
4.49278,30536.4641,39860.3217,39897.3456
4.49739,30536.9057,39860.3344,39897.1232
4.502,30537.3425,39860.3469,39896.9024
4.50661,30537.7744,39860.3591,39896.6832
4.51122,30538.2015,39860.3712,39896.4655
4.51583,30538.6239,39860.3831,39896.2494
4.52044,30539.0416,39860.3948,39896.0348
4.52506,30539.4546,39860.4063,39895.8217
4.52967,30539.8631,39860.4176,39895.6102
4.53428,30540.2671,39860.4288,39895.4002
4.53889,30540.6666,39860.4397,39895.1916
4.5435,30541.0616,39860.4505,39894.9846
4.54811,30541.4523,39860.4611,39894.779
4.55272,30541.8387,39860.4715,39894.5748
4.55733,30542.2207,39860.4818,39894.3721
4.56194,30542.5985,39860.4918,39894.1708
4.56656,30542.9722,39860.5018,39893.971
4.57117,30543.3417,39860.5115,39893.7725
4.57578,30543.7071,39860.5211,39893.5755
4.58039,30544.0685,39860.5306,39893.3798
4.585,30544.4258,39860.5399,39893.1855
4.58961,30544.7793,39860.549,39892.9926
4.59422,30545.1287,39860.558,39892.801
4.59883,30545.4744,39860.5669,39892.6108
4.60344,30545.8162,39860.5756,39892.4219
4.60806,30546.1542,39860.5841,39892.2343
4.61267,30546.4884,39860.5925,39892.048
4.61728,30546.819,39860.6008,39891.863
4.62189,30547.1459,39860.609,39891.6793
4.6265,30547.4692,39860.617,39891.4969
4.63111,30547.7889,39860.6249,39891.3158
4.63572,30548.1051,39860.6326,39891.1359
4.64033,30548.4177,39860.6403,39890.9573
4.64494,30548.727,39860.6478,39890.7799
4.64956,30549.0327,39860.6552,39890.6037
4.65417,30549.3351,39860.6624,39890.4287
4.65878,30549.6342,39860.6696,39890.255
4.66339,30549.9299,39860.6766,39890.0825
4.668,30550.2224,39860.6835,39889.9111
4.67261,30550.5117,39860.6903,39889.7409
4.67722,30550.7977,39860.697,39889.5719
4.68183,30551.0806,39860.7036,39889.4041
4.68644,30551.3603,39860.7101,39889.2374
4.69106,30551.637,39860.7164,39889.0719
4.69567,30551.9106,39860.7227,39888.9075
4.70028,30552.1811,39860.7289,39888.7442
4.70489,30552.4487,39860.7349,39888.582
4.7095,30552.7133,39860.7409,39888.421
4.71411,30552.975,39860.7467,39888.261
4.71872,30553.2338,39860.7525,39888.1022
4.72333,30553.4898,39860.7582,39887.9444
4.72794,30553.7429,39860.7638,39887.7877
4.73256,30553.9932,39860.7693,39887.632
4.73717,30554.2407,39860.7747,39887.4775
4.74178,30554.4855,39860.78,39887.3239
4.74639,30554.7276,39860.7852,39887.1714
4.751,30554.967,39860.7904,39887.02
4.75561,30555.2038,39860.7954,39886.8696
4.76022,30555.438,39860.8004,39886.7201
4.76483,30555.6695,39860.8053,39886.5717
4.76944,30555.8985,39860.8101,39886.4243
4.77406,30556.125,39860.8148,39886.2779
4.77867,30556.349,39860.8195,39886.1325
4.78328,30556.5705,39860.8241,39885.9881
4.78789,30556.7896,39860.8286,39885.8446
4.7925,30557.0062,39860.833,39885.7021
4.79711,30557.2205,39860.8374,39885.5606
4.80172,30557.4323,39860.8417,39885.42
4.80633,30557.6419,39860.8459,39885.2803
4.81094,30557.8491,39860.8501,39885.1416
4.81556,30558.054,39860.8542,39885.0038
4.82017,30558.2567,39860.8582,39884.8669
4.82478,30558.4571,39860.8621,39884.7309
4.82939,30558.6554,39860.866,39884.5959
4.834,30558.8514,39860.8698,39884.4617
4.83861,30559.0453,39860.8736,39884.3285
4.84322,30559.237,39860.8773,39884.1961
4.84783,30559.4266,39860.8809,39884.0646
4.85244,30559.6141,39860.8845,39883.934
4.85706,30559.7996,39860.888,39883.8042
4.86167,30559.983,39860.8915,39883.6753
4.86628,30560.1643,39860.8949,39883.5473
4.87089,30560.3437,39860.8983,39883.4201
4.8755,30560.5211,39860.9016,39883.2937
4.88011,30560.6965,39860.9048,39883.1682
4.88472,30560.87,39860.908,39883.0435
4.88933,30561.0416,39860.9111,39882.9196
4.89394,30561.2113,39860.9142,39882.7966
4.89856,30561.3792,39860.9173,39882.6743
4.90317,30561.5451,39860.9203,39882.5529
4.90778,30561.7093,39860.9232,39882.4322
4.91239,30561.8716,39860.9261,39882.3123
4.917,30562.0321,39860.9289,39882.1933
4.92161,30562.1909,39860.9317,39882.075
4.92622,30562.3479,39860.9345,39881.9574
4.93083,30562.5032,39860.9372,39881.8407
4.93544,30562.6568,39860.9399,39881.7247
4.94006,30562.8086,39860.9425,39881.6095
4.94467,30562.9588,39860.9451,39881.495
4.94928,30563.1074,39860.9476,39881.3812
4.95389,30563.2543,39860.9501,39881.2682
4.9585,30563.3996,39860.9525,39881.1559
4.96311,30563.5433,39860.9549,39881.0444
4.96772,30563.6854,39860.9573,39880.9336
4.97233,30563.8259,39860.9597,39880.8235
4.97694,30563.9649,39860.9619,39880.7141
4.98156,30564.1024,39860.9642,39880.6054
4.98617,30564.2383,39860.9664,39880.4974
4.99078,30564.3727,39860.9686,39880.3902
4.99539,30564.5057,39860.9708,39880.2836
5,30564.6372,39860.9729,39880.1777
