2.62 39725.79308
2.64 38702.91123
2.66 38511.589289
2.68 38144.45064
2.7 37784.388304
2.72 37691.740028
2.74 37426.445681
2.76 37163.014793
2.78 36863.989846
2.8 36679.877083
2.82 36445.71397
2.84 36218.605907
2.86 35998.294819
2.88 35784.595185
2.9 35609.439864
2.92 35413.564699
2.94 35217.901444
2.96 35027.77037
2.98 34843.124259
3 34663.86617
3.02 34489.930099
3.04 34322.721358
3.06 34252.935923
3.08 34251.288242
3.1 34250.72777
3.12 34250.37701
3.14 34147.304573
3.16 33986.148247
3.18 33831.221122
3.2 33682.262069
3.22 33539.019316
3.24 33401.266929
3.26 33268.739787
3.28 33141.210639
3.3 33018.463541
3.32 32900.292135
3.34 32786.499412
3.36 32676.745395
3.38 32663.580508
3.4 32604.190856
3.42 32494.204084
3.44 32387.563925
3.46 32284.153818
3.48 32183.881356
3.5 32086.59647
3.52 31992.217461
3.54 31900.644866
3.56 31811.783376
3.58 31725.541563
3.6 31641.850543
3.62 31560.87057
3.64 31489.90999
3.66 31413.236534
3.68 31338.77363
3.7 31266.447487
3.72 31196.20493
3.74 31127.939575
3.76 31061.605008
3.78 30997.137541
3.8 30934.475879
3.82 30882.106586
3.84 30826.235939
3.86 30768.551233
3.88 30712.450402
3.9 30657.882531
3.92 30604.798533
3.94 30553.151077
3.96 30494.960586
3.98 30442.745933
4 30395.224496
4.02 30348.965603
4.04 30303.929784
4.06 30260.078947
4.08 30217.392057
4.1 30175.800846
4.12 30135.288053
4.14 30095.820524
4.16 30057.366242
4.18 30019.894286
4.2 29983.389906
4.22 29947.792896
4.24 29913.091702
4.26 29879.25939
4.28 29846.269935
4.3 29814.098185
4.32 29782.734365
4.34 29756.203794
4.36 29732.085416
4.38 29702.882632
4.4 29674.388112
4.42 29667.82748
4.44 29662.302211
4.46 29656.985112
4.48 29651.821541
4.5 29646.647546
4.52 29639.619518
4.54 29623.679642
4.56 29600.472855
4.58 29571.002084
4.6 29538.548614
4.62 29505.245341
4.64 29472.033296
4.66 29439.49158
4.68 29408.972641
4.7 29385.268219
4.72 29360.638137
4.74 29347.997807
4.76 29342.253601
4.78 29338.521456
4.8 29335.568774
4.82 29333.007552
4.84 29330.678376
4.86 29328.496584
4.88 29326.402215
4.9 29324.334554
4.92 29322.204581
4.94 29319.542211
4.96 29302.163982
4.98 29285.11842
5 29268.398189
5.02 29252.008227
5.04 29235.915353
5.06 29220.122786
5.08 29194.971448
5.1 29170.700873
5.12 29149.817599
5.14 29129.515533
5.16 29106.452729
5.18 29086.392412
5.2 29074.520394
5.22 29069.862648
5.24 29067.841409
5.26 29066.713779
5.28 29064.602209
5.3 29051.960297
5.32 29039.53986
5.34 29027.339951
5.36 29015.355851
5.38 29003.594261
5.4 28992.027225
5.42 28980.662299
5.44 28969.495123
5.46 28958.521447
5.48 28947.737125
5.5 28937.149158
5.52 28926.730931
5.54 28916.490255
5.56 28906.423379
5.58 28896.526638
5.6 28886.796423
5.62 28876.802219
5.64 28856.720825
5.66 28837.21006
5.68 28818.537733
5.7 28801.250739
5.72 28785.646118
5.74 28768.687471
5.76 28750.287127
5.78 28731.779937
5.8 28713.435932
5.82 28695.324871
5.84 28677.476284
5.86 28659.921704
5.88 28643.750422
5.9 28637.547151
5.92 28631.452249
5.94 28625.45924
5.96 28619.565882
5.98 28613.779956
6 28608.079177
6.02 28602.47194
6.04 28596.956312
6.06 28591.530406
6.08 28586.192384
6.1 28580.950087
6.12 28575.782045
6.14 28570.696653
6.16 28565.692244
6.18 28560.767191
6.2 28555.919905
6.22 28551.158224
6.24 28546.461409
6.26 28541.837796
6.28 28537.285866
6.3 28532.803984
6.32 28522.567046
6.34 28518.25269
6.36 28513.998411
6.38 28509.809059
6.4 28505.683331
6.42 28501.619997
6.44 28497.617861
6.46 28493.684704
6.48 28489.801099
